claim_id,parameter_id,environment,minimum,maximum,unit,extraction_status,scientific_review_status,classification,support_type,provenance_status,source_registry_ids,matched_range_id,reviewed_at,review_notes
d825d04608b4d6af,free_chlorine,unspecified,1,1,ppm,CORRECT_EXTRACTION,SUPPORTED,SOURCE_CAN_RESOLVE,DIRECT,SUPPORTED,cdc-healthy-swimming-home-treatment;cdc-mahc-2023,range-fc-pool-chlorine-no-cya,phase-7e-mechanical-pass,Value overlaps range-fc-pool-chlorine-no-cya (SUPPORTED): CDC: at least 1 ppm free chlorine in pools. MAHC: 1.0-3.0 ppm FAC range for traditional (non-CYA-stabilized) chlorinated pools.
3e49c6db1acdc148,free_chlorine,unspecified,3,3,ppm,CORRECT_EXTRACTION,SUPPORTED,SOURCE_CAN_RESOLVE,DIRECT,SUPPORTED,cdc-healthy-swimming-home-treatment;cdc-mahc-2023,range-fc-pool-chlorine-no-cya,phase-7e-mechanical-pass,Value overlaps range-fc-pool-chlorine-no-cya (SUPPORTED): CDC: at least 1 ppm free chlorine in pools. MAHC: 1.0-3.0 ppm FAC range for traditional (non-CYA-stabilized) chlorinated pools.
b7f80f7c590da5da,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
60a526260fa3286b,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
c89a3bddc3b1b53f,ph,unspecified,2.8,2.8,ph_units,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_CONFLICT,CONFLICTING,CONFLICTING,,,phase-7e-mechanical-pass,"Value 2.8-2.8 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
5561870ea6855d98,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
c3f9bc82301d28a9,cyanuric_acid,pool,80,100,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_NOT_FOUND,,EXPERT_REVIEW_REQUIRED,,range-cya-saltwater-outdoor,phase-7e-mechanical-pass,"Value overlaps range-cya-saltwater-outdoor, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
df977a3ee0aaa543,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
23eb54fef67c5e59,cyanuric_acid,pool,85,85,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_CONFLICT,CONFLICTING,CONFLICTING,,,phase-7e-mechanical-pass,"Value 85-85 ppm does not overlap any canonical range for cyanuric_acid/pool (checked: range-cya-public-pool-incident-response-max, range-cya-residential-routine-outdoor, range-cya-saltwater-outdoor)."
64828a5bed02f6f5,cyanuric_acid,pool,80,80,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_NOT_FOUND,,EXPERT_REVIEW_REQUIRED,,range-cya-saltwater-outdoor,phase-7e-mechanical-pass,"Value overlaps range-cya-saltwater-outdoor, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
1206da4fc2012ac4,,unspecified,100,100,%,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
84af28a14701e2bd,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
f3b8588a0196f04b,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
0607446e9d88c240,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
c56a185ad83e059d,pool_volume,pool,5,5,,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
a4f5bec2771af601,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
e235a33c82135e09,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
a7c02f3a8bbc1f5c,pool_volume,pool,2022,2022,,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
d8dd27fe0cc6dfb4,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
957a58cdf96cd0a8,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
549c6b88af44cc44,,unspecified,65,80,%,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
5e0daf67852ddd74,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
808528d32de31fcd,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
a480624f2a9b2d2b,pool_volume,pool,2022,2022,,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
6aa4edd61d020598,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
a9f8e0aae05d0a5b,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
8f159386b6c6e098,pool_volume,pool,2022,2022,,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
5c668e0fdea8e4c2,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
0c130882ff04be96,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
36aa993e1a9b8b4f,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
910a485635ce9ba5,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
0bd0584cd48621c3,salt,unspecified,2700,3400,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_NOT_FOUND,,EXPERT_REVIEW_REQUIRED,,range-salt-generic-operating,phase-7e-mechanical-pass,"Value overlaps range-salt-generic-operating, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
820296bafa4bbe51,salt,unspecified,35000,35000,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_CONFLICT,CONFLICTING,CONFLICTING,,,phase-7e-mechanical-pass,"Value 35000-35000 ppm does not overlap any canonical range for salt/unspecified (checked: range-salt-generic-operating, range-salt-pentair, range-salt-autopilot)."
7018d24471597741,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
016f3a29233fa5b7,,unspecified,3,3,,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
df42b1136223a12f,cyanuric_acid,pool,60,80,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_NOT_FOUND,,EXPERT_REVIEW_REQUIRED,,range-cya-saltwater-outdoor,phase-7e-mechanical-pass,"Value overlaps range-cya-saltwater-outdoor, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
806168941c6e9524,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
2b13e011408b572a,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
f09ed723349536f3,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
bbaf114176aac453,ph,unspecified,6.8,7.6,ph_units,CORRECT_EXTRACTION,SUPPORTED,SOURCE_CAN_RESOLVE,DIRECT,SUPPORTED,cdc-healthy-swimming-home-treatment,range-ph-pool-chlorine-routine,phase-7e-mechanical-pass,"Value overlaps range-ph-pool-chlorine-routine (SUPPORTED): CDC states pH 7.0-7.8 best balances pathogen inactivation, swimmer comfort, and equipment/pipe lifespan for pools."
97494784c4166a71,total_alkalinity,pool,80,120,ppm,CORRECT_EXTRACTION,SUPPORTED,SOURCE_CAN_RESOLVE,DIRECT,SUPPORTED,ansi-phta-11-2019,range-ta-public-pool-standard,phase-7e-mechanical-pass,Value overlaps range-ta-public-pool-standard (SUPPORTED): ANSI/APSP/ICC-11 2019 standard: total alkalinity 60-180 ppm as CaCO3 for public pools/spas.
8c2c8b7b7e1686c3,calcium_hardness,pool,200,400,ppm,CORRECT_EXTRACTION,SUPPORTED,SOURCE_CAN_RESOLVE,DIRECT,SUPPORTED,ansi-phta-11-2019,range-ch-public-pool-standard,phase-7e-mechanical-pass,"Value overlaps range-ch-public-pool-standard (SUPPORTED): ANSI/APSP/ICC-11 2019 standard: calcium hardness 150-1,000 ppm acceptable for public pools."
6436e888d113b3f5,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
89b41a126aa4b69b,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
4f8a20141de769b1,salt,unspecified,2400,2400,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_CONFLICT,CONFLICTING,CONFLICTING,,,phase-7e-mechanical-pass,"Value 2400-2400 ppm does not overlap any canonical range for salt/unspecified (checked: range-salt-generic-operating, range-salt-pentair, range-salt-autopilot)."
0e46e28b1aa01a24,salt,unspecified,2700,2700,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_NOT_FOUND,,EXPERT_REVIEW_REQUIRED,,range-salt-generic-operating,phase-7e-mechanical-pass,"Value overlaps range-salt-generic-operating, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
ff10006e335db62a,salt,pool,40,40,lbs,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
260054dbc58f79bf,salt,pool,15000,15000,,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
c17b914beaccc984,salt,pool,300,300,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_CONFLICT,CONFLICTING,CONFLICTING,,,phase-7e-mechanical-pass,"Value 300-300 ppm does not overlap any canonical range for salt/pool (checked: range-salt-generic-operating, range-salt-pentair, range-salt-autopilot)."
473714cac7188762,salt,unspecified,2750,2750,ppm,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_NOT_FOUND,,EXPERT_REVIEW_REQUIRED,,range-salt-generic-operating,phase-7e-mechanical-pass,"Value overlaps range-salt-generic-operating, but that canonical range itself has no confirmed source (status REQUIRES_REVIEW) -- see chemistry-ranges.js."
b19a995ccade61c8,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
190d1517ddfc6284,,unspecified,20,40,,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
02a75cdb75798c46,,unspecified,30,30,,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
283b73538d9bc3e1,,unspecified,6,10,,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
4678e76aeb2baa24,pool_volume,unspecified,900,2000,gallons,CORRECT_EXTRACTION,AMBIGUOUS,SOURCE_NOT_FOUND,,UNREVIEWED,,,phase-7e-mechanical-pass,"No source in the registry covers ""pool_volume"" at all."
15f31314dc6d3edd,,unspecified,7,7,,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
919a08258192d243,pool_volume,pool,2022,2022,,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
e34df53c64e56d1d,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
0c8ec58951bc24ee,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
66786ef31880937b,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
fdb04ff80c03a4dc,water_temperature,unspecified,10,10,°f,CORRECT_EXTRACTION,AMBIGUOUS,SOURCE_NOT_FOUND,,UNREVIEWED,,,phase-7e-mechanical-pass,"No source in the registry covers ""water_temperature"" at all."
e213ea2cafa1c58a,water_temperature,unspecified,80,80,°f,CORRECT_EXTRACTION,AMBIGUOUS,SOURCE_NOT_FOUND,,UNREVIEWED,,,phase-7e-mechanical-pass,"No source in the registry covers ""water_temperature"" at all."
d1c75f03643d729f,water_temperature,unspecified,70,70,°f,CORRECT_EXTRACTION,AMBIGUOUS,SOURCE_NOT_FOUND,,UNREVIEWED,,,phase-7e-mechanical-pass,"No source in the registry covers ""water_temperature"" at all."
f05e458013b5714b,water_temperature,unspecified,90,90,°f,CORRECT_EXTRACTION,AMBIGUOUS,SOURCE_NOT_FOUND,,UNREVIEWED,,,phase-7e-mechanical-pass,"No source in the registry covers ""water_temperature"" at all."
43f863976da26d56,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
d3a06c72d7c8504f,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
81b7245c25e2dd5b,free_chlorine,pool,3,3,ppm,CORRECT_EXTRACTION,SUPPORTED,SOURCE_CAN_RESOLVE,DIRECT,SUPPORTED,cdc-healthy-swimming-home-treatment;cdc-mahc-2023,range-fc-pool-chlorine-no-cya,phase-7e-mechanical-pass,Value overlaps range-fc-pool-chlorine-no-cya (SUPPORTED): CDC: at least 1 ppm free chlorine in pools. MAHC: 1.0-3.0 ppm FAC range for traditional (non-CYA-stabilized) chlorinated pools.
3a9aa8ae6d5c04e0,free_chlorine,pool,72,72,°f,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
c4bce066b24a32b3,free_chlorine,pool,1.5,1.5,ppm,CORRECT_EXTRACTION,SUPPORTED,SOURCE_CAN_RESOLVE,DIRECT,SUPPORTED,cdc-healthy-swimming-home-treatment;cdc-mahc-2023,range-fc-pool-chlorine-no-cya,phase-7e-mechanical-pass,Value overlaps range-fc-pool-chlorine-no-cya (SUPPORTED): CDC: at least 1 ppm free chlorine in pools. MAHC: 1.0-3.0 ppm FAC range for traditional (non-CYA-stabilized) chlorinated pools.
d1039fc23d3b01af,free_chlorine,pool,85,85,°f,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
9cc30dbd145a9541,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
b722238a3409b99c,,unspecified,2,2,,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_PARAMETER_IN_CLAUSE); no scientific or provenance question applies.
7b592a388e5514ac,ph,pool,2,2,ph_units,CORRECT_EXTRACTION,REQUIRES_REVIEW,SOURCE_CONFLICT,CONFLICTING,CONFLICTING,,,phase-7e-mechanical-pass,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
9650153990ef1726,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
fbc026847504eb25,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
a9d73e5e4181f079,lsi,unspecified,-0.1,-0.1,,CORRECT_EXTRACTION,AMBIGUOUS,SOURCE_NOT_FOUND,,UNREVIEWED,,,phase-7e-mechanical-pass,"No source in the registry covers ""lsi"" at all."
01a96c3cf0eb9fda,lsi,unspecified,68,68,°f,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
531386438abf11f5,lsi,unspecified,0.4,0.4,,CORRECT_EXTRACTION,AMBIGUOUS,SOURCE_NOT_FOUND,,UNREVIEWED,,,phase-7e-mechanical-pass,"No source in the registry covers ""lsi"" at all."
934f0aec77f2c20b,lsi,unspecified,90,90,°f,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
4cf79d9f85bd39df,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
11816f0710950362,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (NO_NUMERIC_CONTENT); no scientific or provenance question applies.
75f79bba05102dd3,total_alkalinity,pool,2026.07,2026.07,,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,NOT_A_TRUE_CHEMISTRY_CLAIM,,UNREVIEWED,,,phase-7e-mechanical-pass,Not extracted (IMPOSSIBLE_MAPPING); no scientific or provenance question applies.
