url,section,claim,claim_type,units,confidence,source_present,source_quality,cross_page_consistency,risk_level,review_required
academy/equipment/salt-systems.html,salt,"Key Facts Target salt level for most systems: 2,700–3,400 ppm — far lower than ocean water (35,000 ppm).",RANGE,400 ppm,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/equipment/salt-systems.html,ph,"Salt pools still require pH, alkalinity, and hardness management — the system only manages chlorine.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/salt-systems.html,salt,Salt cells accumulate calcium scale and require cleaning every 3 months on average.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/salt-systems.html,salt,CYA of 60–80 ppm is needed for salt pool outdoor use to protect the generated chlorine from UV.,RANGE,60–80 ppm,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/equipment/salt-systems.html,salt,How Salt Systems Work A salt chlorinator passes pool water across a titanium cell coated with precious metal oxides (the salt cell).,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/salt-systems.html,salt,The salt is not consumed at a significant rate.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/salt-systems.html,salt,"Water Chemistry for Salt Pools Salt pools require the same core chemistry management as chlorine pools with one difference: the salt chlorinator generates chlorine continuously at a set rate, so you do not add liquid chlorine or tablets (in most cases).",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/salt-systems.html,calcium hardness,"What you must still manage: pH (6.8–7.6; salt generators raise pH as a by-product of the electrolysis process, so pH tends to drift up and requires more acid additions than a traditional chlorine pool), alkalinity (80–120 ppm), calcium hardness (200–400 ppm for plaster — very important because low h…",RULE_OF_THUMB,80–120 ppm,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/equipment/salt-systems.html,salt,"Salt Cell Maintenance The salt cell deposits calcium scale on its titanium plates over time, reducing chlorine generation efficiency.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/salt-systems.html,salt,Examples Seasonal Salt Level Check Opening a salt pool in spring: test salt level using the handheld salt test strip or the controller reading.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/salt-systems.html,salt,"Salt reads 2,400 ppm — slightly below the 2,700 ppm minimum for the system.",RANGE,400 ppm,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/equipment/salt-systems.html,salt,"Add approximately 40 lbs of sodium chloride (pool grade) to a 15,000-gallon pool to raise salt by 300 ppm.",RULE_OF_THUMB,300 ppm,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/equipment/salt-systems.html,salt,"Retest — salt now at 2,750 ppm.",RANGE,750 ppm,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/equipment/sand-vs-cartridge-filters.html,salt,Cartridge Filters Pool Pumps: Sizing and Turnover Salt Chlorinator Systems Automatic Chlorinators Pool Skimmers On This Page Key Facts Sand Filters Cartridge Filters Which to Choose Examples Common Mistakes Calculators Pool Volume Calculator Equipment 5 min read Updated 2026-06-01 Sand Filters vs.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/sand-vs-cartridge-filters.html,algae,"Their main limitation is filtration fineness — they capture particles 20–40 microns and above, which means fine particles (including some dead algae and fine dust) pass through.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/sand-vs-cartridge-filters.html,general,"Over a 30-week season, that is 6–10 backwashes, totalling 900–2,000 gallons of water wasted to drain.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/sand-vs-cartridge-filters.html,general,"Not replacing filter sand after 7+ years, by which time the grains have worn smooth and no longer effectively capture fine particles.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/equipment/sand-vs-cartridge-filters.html,algae,"Sources: Pool & Hot Tub Alliance — Pool & Spa Operator Handbook, 2022 Related Calculators & Resources Pool Volume Calculator Pool Maintenance Checklist Related Topics Pool Filters: How They Work The pool filter is the primary mechanical barrier against particles, debris, and dead algae.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,ph,Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Chlorine Depletion in Warm Water Temperature and pH Drift LSI Shifts with Temperature Examples Common Mistakes Calculators Chemical Calculator Pool Chlorine Calculator Fundamentals 5 min read U…,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,Key Facts Examples Calculator Related Water temperature affects almost every aspect of pool chemistry.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,"As temperature rises, chemical reactions accelerate, scaling risk increases, and the same chemical dose that worked in spring may not be enough in midsummer.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,ph,Key Facts Chlorine demand roughly doubles for every 10°F rise in water temperature above 80°F. pH tends to rise in warm water as carbon dioxide escapes more easily from the surface.,RULE_OF_THUMB,10°F,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,The LSI increases with temperature — water balanced at 70°F may begin scaling at 90°F.,RANGE,70°F,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,Seasonal temperature changes are the most common reason for mid-summer chemistry problems.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,Chlorine Depletion in Warm Water Chlorine breaks down faster at higher temperatures.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,A pool that maintains 3 ppm FC comfortably at 72°F in April may struggle to hold 1.5 ppm at 85°F in July with the same dosing routine.,RANGE,3 ppm,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/fundamentals/how-temperature-changes-water-chemistry.html,ph,"Temperature and pH Drift As water warms, carbon dioxide escapes from solution more readily.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,ph,"CO2 is naturally acidic, so when it leaves, pH rises.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,ph,"This is why pool pH tends to be higher in summer and why pools with waterfalls, fountains, or high-speed jets see faster pH rise — all of those features accelerate CO2 off-gassing.",RULE_OF_THUMB,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,ph,Increase the frequency of pH testing from weekly to every two to three days during summer.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,LSI Shifts with Temperature Temperature is a significant variable in the Langelier Saturation Index formula.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-temperature-changes-water-chemistry.html,ph,"Water with an LSI of -0.1 at 68°F (well-balanced) may have an LSI of +0.4 at 90°F (beginning to scale) with identical pH, hardness, and alkalinity.",RANGE,68°F,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/fundamentals/how-temperature-changes-water-chemistry.html,general,This is especially important for hot tubs and heated pools.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,Hot Tub Chemistry How Temperature Changes Water Chemistry Why Water Testing Matters On This Page Key Facts Aggressive vs.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,Scaling Water The Langelier Saturation Index Balancing in Practice Examples Common Mistakes Calculators Chemical Calculator Pool Alkalinity Calculator Fundamentals 6 min read Updated 2026-06-01 How Water Balance Works v2026.07 Balanced water neither corrodes surfaces nor deposits scale.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,This guide explains the Langelier Saturation Index and how to adjust your chemistry to stay in range.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,The Langelier Saturation Index measures this on a single scale.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,Key Facts An LSI of 0.0 is perfect balance; the industry target range is -0.3 to +0.3.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,"Aggressive water (LSI below -0.3) attacks plaster, grout, metal fittings, and pump impellers.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,"Scaling water (LSI above +0.3) deposits calcium on heater elements, pipes, and pool surfaces.",EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,Temperature is a major LSI factor — the same water chemistry at 70°F is less likely to scale than at 100°F.,RANGE,70°F,STATED_RANGE,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,LOW,ROUTINE
academy/fundamentals/how-water-balance-works.html,total alkalinity,"The Langelier Saturation Index The LSI is a calculated value that accounts for pH, temperature, calcium hardness, total alkalinity, and total dissolved solids.",CALCULATED_VALUE,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
academy/fundamentals/how-water-balance-works.html,general,A negative LSI means the water is under-saturated with calcium carbonate and will act aggressively.,EDITORIAL_SIMPLIFICATION,,UNQUANTIFIED,false,none (site cites zero external sources -- see source-audit.csv),VARIES_ACROSS_PAGES,MEDIUM,REQUIRES_EXPERT_REVIEW
