url,file_path,title,title_length,meta_description_length,h1_count,og_title_present,issues
https://waterbalancetools.com/academy/hot-tubs/weekly-spa-maintenance,academy/hot-tubs/weekly-spa-maintenance.html,Weekly Spa Maintenance | Academy | WaterBalanceTools,52,121,1,true,none
https://waterbalancetools.com/academy/hot-tubs/winter-spa-care,academy/hot-tubs/winter-spa-care.html,Winter Spa Care | Academy | WaterBalanceTools,45,145,1,true,none
https://waterbalancetools.com/academy/,academy/index.html,Pool &amp; Hot Tub Chemistry Academy | WaterBalanceTools,56,123,1,true,none
https://waterbalancetools.com/academy/sanitizers/breakpoint-chlorination,academy/sanitizers/breakpoint-chlorination.html,Breakpoint Chlorination | Academy | WaterBalanceTools,53,134,1,true,none
https://waterbalancetools.com/academy/sanitizers/bromine-vs-chlorine,academy/sanitizers/bromine-vs-chlorine.html,Bromine vs. Chlorine | Academy | WaterBalanceTools,50,139,1,true,none
https://waterbalancetools.com/academy/sanitizers/combined-chlorine-explained,academy/sanitizers/combined-chlorine-explained.html,Combined Chlorine Explained | Academy | WaterBalanceTools,57,160,1,true,none
https://waterbalancetools.com/academy/sanitizers/,academy/sanitizers/index.html,Sanitizers | Academy | WaterBalanceTools,40,62,1,true,none
https://waterbalancetools.com/academy/sanitizers/liquid-chlorine-vs-tablets,academy/sanitizers/liquid-chlorine-vs-tablets.html,Liquid Chlorine vs. Tablets | Academy | WaterBalanceTools,57,125,1,true,none
https://waterbalancetools.com/academy/sanitizers/shock-treatments-explained,academy/sanitizers/shock-treatments-explained.html,Shock Treatments Explained | Academy | WaterBalanceTools,56,106,1,true,none
https://waterbalancetools.com/academy/sanitizers/understanding-free-chlorine,academy/sanitizers/understanding-free-chlorine.html,Understanding Free Chlorine | Academy | WaterBalanceTools,57,137,1,true,none
https://waterbalancetools.com/academy/testing/common-testing-mistakes,academy/testing/common-testing-mistakes.html,Common Pool Water Testing Mistakes | Academy | WaterBalanceTools,64,143,1,true,none
https://waterbalancetools.com/academy/testing/digital-pool-testers,academy/testing/digital-pool-testers.html,Digital Pool Testers | Academy | WaterBalanceTools,50,152,1,true,none
https://waterbalancetools.com/academy/testing/how-often-to-test-water,academy/testing/how-often-to-test-water.html,How Often to Test Pool Water | Academy | WaterBalanceTools,58,140,1,true,none
https://waterbalancetools.com/academy/testing/,academy/testing/index.html,Testing | Academy | WaterBalanceTools,37,56,1,true,none
https://waterbalancetools.com/academy/testing/understanding-test-results,academy/testing/understanding-test-results.html,Understanding Test Results | Academy | WaterBalanceTools,56,143,1,true,none
https://waterbalancetools.com/academy/testing/using-liquid-test-kits,academy/testing/using-liquid-test-kits.html,Using Liquid Test Kits | Academy | WaterBalanceTools,52,130,1,true,none
https://waterbalancetools.com/academy/testing/using-test-strips,academy/testing/using-test-strips.html,Using Test Strips | Academy | WaterBalanceTools,47,127,1,true,none
https://waterbalancetools.com/academy/troubleshooting/cloudy-water,academy/troubleshooting/cloudy-water.html,Cloudy Pool Water: Causes and Solutions | Academy | WaterBalanceTools,69,112,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/troubleshooting/corrosion,academy/troubleshooting/corrosion.html,Pool Corrosion: Causes and Prevention | Academy | WaterBalanceTools,67,120,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/troubleshooting/foaming-hot-tubs,academy/troubleshooting/foaming-hot-tubs.html,Foaming Hot Tubs: Causes and Solutions | Academy | WaterBalanceTools,68,126,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/troubleshooting/green-water,academy/troubleshooting/green-water.html,Green Pool Water: How to Fix It | Academy | WaterBalanceTools,61,139,1,true,none
https://waterbalancetools.com/academy/troubleshooting/,academy/troubleshooting/index.html,Troubleshooting | Academy | WaterBalanceTools,45,62,1,true,none
https://waterbalancetools.com/academy/troubleshooting/scaling,academy/troubleshooting/scaling.html,Pool Scaling: Causes and Prevention | Academy | WaterBalanceTools,65,130,1,true,none
https://waterbalancetools.com/academy/troubleshooting/strong-chlorine-smell,academy/troubleshooting/strong-chlorine-smell.html,Strong Chlorine Smell: What It Really Means | Academy | WaterBalanceTools,73,147,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/vacation-rentals/chemical-log-sheets,academy/vacation-rentals/chemical-log-sheets.html,Chemical Log Sheets for Vacation Rentals | Academy | WaterBalanceTools,70,143,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/vacation-rentals/emergency-water-recovery,academy/vacation-rentals/emergency-water-recovery.html,Emergency Water Recovery for Vacation Rentals | Academy | WaterBalanceTools,75,133,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/vacation-rentals/guest-safety,academy/vacation-rentals/guest-safety.html,Pool Guest Safety for Vacation Rentals | Academy | WaterBalanceTools,68,137,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/vacation-rentals/,academy/vacation-rentals/index.html,Vacation Rentals | Academy | WaterBalanceTools,46,62,1,true,none
https://waterbalancetools.com/academy/vacation-rentals/maintenance-schedule,academy/vacation-rentals/maintenance-schedule.html,Pool Maintenance Schedule for Vacation Rentals | Academy | WaterBalanceTools,76,152,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/vacation-rentals/turnover-checklist,academy/vacation-rentals/turnover-checklist.html,Pool Turnover Checklist for Vacation Rentals | Academy | WaterBalanceTools,74,113,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/vacation-rentals/weekly-inspection,academy/vacation-rentals/weekly-inspection.html,Weekly Pool Inspection for Vacation Rentals | Academy | WaterBalanceTools,73,160,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/water-balance/,academy/water-balance/index.html,Water Balance | Academy | WaterBalanceTools,43,67,1,true,none
https://waterbalancetools.com/academy/water-balance/understanding-calcium-hardness,academy/water-balance/understanding-calcium-hardness.html,Understanding Calcium Hardness | Academy | WaterBalanceTools,60,111,1,true,none
https://waterbalancetools.com/academy/water-balance/understanding-cyanuric-acid,academy/water-balance/understanding-cyanuric-acid.html,Understanding Cyanuric Acid | Academy | WaterBalanceTools,57,108,1,true,none
https://waterbalancetools.com/academy/water-balance/understanding-lsi,academy/water-balance/understanding-lsi.html,Understanding the Langelier Saturation Index | Academy | WaterBalanceTools,74,158,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/academy/water-balance/understanding-ph,academy/water-balance/understanding-ph.html,Understanding pH in Pool Water | Academy | WaterBalanceTools,60,110,1,true,none
https://waterbalancetools.com/academy/water-balance/understanding-total-alkalinity,academy/water-balance/understanding-total-alkalinity.html,Understanding Total Alkalinity | Academy | WaterBalanceTools,60,110,1,true,none
https://waterbalancetools.com/academy/water-balance/water-balance-order,academy/water-balance/water-balance-order.html,Water Balance Order: The Correct Sequence | Academy | WaterBalanceTools,71,155,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/all-pages,all-pages.html,All Pool Chemistry Pages | WaterBalanceTools,44,102,1,true,none
https://waterbalancetools.com/audit/google/authority-flow,audit/google/authority-flow.html,Authority Flow | WaterBalanceTools,34,71,1,true,none
https://waterbalancetools.com/audit/google/crawl-depth,audit/google/crawl-depth.html,Crawl Depth Audit | WaterBalanceTools,37,85,1,true,none
https://waterbalancetools.com/audit/google/freshness,audit/google/freshness.html,Freshness | WaterBalanceTools,29,10,1,true,META_DESCRIPTION_TOO_SHORT
https://waterbalancetools.com/audit/google/,audit/google/index.html,Google Indexing Dashboard | WaterBalanceTools,45,26,1,true,META_DESCRIPTION_TOO_SHORT
https://waterbalancetools.com/audit/google/priority-report,audit/google/priority-report.html,Priority Report | WaterBalanceTools,35,60,1,true,none
https://waterbalancetools.com/audit/google/search-console-helper,audit/google/search-console-helper.html,Search Console Helper | WaterBalanceTools,41,61,1,true,none
https://waterbalancetools.com/audit/google/weak-pages,audit/google/weak-pages.html,Weak Pages | WaterBalanceTools,30,62,1,true,none
https://waterbalancetools.com/calculators/chemical-calculator,calculators/chemical-calculator.html,Pool Chemical Calculator (Exact Levels Fast) | WaterBalanceTools,64,156,1,true,none
https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,calculators/hot-tub-chlorine-calculator.html,Hot Tub Chlorine Calculator (30-Second Check) | WaterBalanceTools,65,154,1,true,none
https://waterbalancetools.com/calculators/hot-tub-ph-calculator,calculators/hot-tub-ph-calculator.html,Hot Tub pH Calculator | WaterBalanceTools,41,109,1,true,none
https://waterbalancetools.com/calculators/hot-tub-shock-calculator,calculators/hot-tub-shock-calculator.html,Hot Tub Shock Calculator | WaterBalanceTools,44,94,1,true,none
https://waterbalancetools.com/calculators/,calculators/index.html,Calculators Hub | WaterBalanceTools,35,80,1,true,none
https://waterbalancetools.com/calculators/pool-alkalinity-calculator,calculators/pool-alkalinity-calculator.html,Pool Alkalinity Calculator | WaterBalanceTools,46,120,1,true,none
https://waterbalancetools.com/calculators/pool-chlorine-calculator,calculators/pool-chlorine-calculator.html,Pool Chlorine Calculator (Oz by Volume) | WaterBalanceTools,59,160,1,true,none
https://waterbalancetools.com/calculators/pool-cyanuric-acid-calculator,calculators/pool-cyanuric-acid-calculator.html,Pool Cyanuric Acid Calculator | WaterBalanceTools,49,112,1,true,none
https://waterbalancetools.com/calculators/pool-ph-calculator,calculators/pool-ph-calculator.html,Pool pH Calculator (Target 7.2–7.6) | WaterBalanceTools,55,153,1,true,none
https://waterbalancetools.com/calculators/pool-shock-calculator,calculators/pool-shock-calculator.html,Pool Shock Calculator (10–30 ppm Dose) | WaterBalanceTools,58,160,1,true,none
https://waterbalancetools.com/calculators/pool-turnover-rate-calculator,calculators/pool-turnover-rate-calculator.html,Pool Turnover Rate Calculator | WaterBalanceTools,49,114,1,true,none
https://waterbalancetools.com/calculators/pool-volume-calculator,calculators/pool-volume-calculator.html,Pool Volume Calculator (calculators) | WaterBalanceTools,56,102,1,true,none
https://waterbalancetools.com/calculators/saltwater-pool-salt-calculator,calculators/saltwater-pool-salt-calculator.html,Saltwater Pool Salt Calculator | WaterBalanceTools,50,120,1,true,none
https://waterbalancetools.com/calculators/spa-volume-calculator,calculators/spa-volume-calculator.html,Spa Volume Calculator | WaterBalanceTools,41,96,1,true,none
https://waterbalancetools.com/calculators/volume-calculator,calculators/volume-calculator.html,Pool Volume Calculator (calculators) (calculators) | WaterBalanceTools,70,91,1,true,TITLE_TOO_LONG;CANONICAL_MISMATCH
https://waterbalancetools.com/charts/hot-tub-chemical-levels-chart,charts/hot-tub-chemical-levels-chart.html,Hot Tub Chemical Levels Chart | WaterBalanceTools,49,85,1,true,CANONICAL_MISMATCH
https://waterbalancetools.com/charts/,charts/index.html,Charts Hub | WaterBalanceTools,30,80,1,true,none
https://waterbalancetools.com/charts/pool-chemical-levels-chart,charts/pool-chemical-levels-chart.html,Pool Chemical Levels Chart | WaterBalanceTools,46,123,1,true,CANONICAL_MISMATCH
https://waterbalancetools.com/charts/pool-water-balance-chart,charts/pool-water-balance-chart.html,Pool Water Balance Chart | WaterBalanceTools,44,101,1,true,none
https://waterbalancetools.com/comparisons/chlorine-vs-bromine-hot-tub,comparisons/chlorine-vs-bromine-hot-tub.html,Chlorine vs Bromine for Hot Tubs | WaterBalanceTools,52,106,1,true,none
https://waterbalancetools.com/comparisons/chlorine-vs-bromine,comparisons/chlorine-vs-bromine.html,Chlorine vs Bromine: Which Is Better for Your Pool? | WaterBalanceTools,71,139,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/comparisons/free-chlorine-vs-total-chlorine,comparisons/free-chlorine-vs-total-chlorine.html,Free Chlorine vs Total Chlorine: What's the Difference? | WaterBalanceTools,75,158,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/comparisons/,comparisons/index.html,Comparisons Hub | WaterBalanceTools,35,75,1,true,none
https://waterbalancetools.com/comparisons/liquid-chlorine-vs-tablets,comparisons/liquid-chlorine-vs-tablets.html,Liquid Chlorine vs Chlorine Tablets: Which Is Better? | WaterBalanceTools,73,124,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/comparisons/pool-shock-vs-chlorine,comparisons/pool-shock-vs-chlorine.html,Pool Shock vs Chlorine: What's the Difference? | WaterBalanceTools,66,148,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/comparisons/salt-water-pool-vs-chlorine-pool,comparisons/salt-water-pool-vs-chlorine-pool.html,Salt Water Pool vs Chlorine Pool: Full Comparison | WaterBalanceTools,69,160,1,true,TITLE_TOO_LONG
https://waterbalancetools.com/comparisons/saltwater-pool-vs-chlorine,comparisons/saltwater-pool-vs-chlorine.html,Saltwater Pool vs Chlorine Pool | WaterBalanceTools,51,75,1,true,none
https://waterbalancetools.com/editorial/content-standards/,editorial/content-standards/index.html,Content Standards | WaterBalanceTools,37,91,1,true,none
https://waterbalancetools.com/editorial/correction-policy/,editorial/correction-policy/index.html,Correction Policy | WaterBalanceTools,37,80,1,true,none
https://waterbalancetools.com/editorial/editorial-policy/,editorial/editorial-policy/index.html,Editorial Policy | WaterBalanceTools,36,109,1,true,none
https://waterbalancetools.com/editorial/,editorial/index.html,Editorial Framework | WaterBalanceTools,39,141,1,true,none
https://waterbalancetools.com/editorial/review-process/,editorial/review-process/index.html,Review Process | WaterBalanceTools,34,103,1,true,none
https://waterbalancetools.com/editorial/update-policy/,editorial/update-policy/index.html,Update Policy | WaterBalanceTools,33,79,1,true,none
https://waterbalancetools.com/entities/algae,entities/algae.html,Algae | WaterBalanceTools,25,80,1,true,none
https://waterbalancetools.com/entities/alkalinity,entities/alkalinity.html,Total Alkalinity | WaterBalanceTools,36,57,1,true,none
https://waterbalancetools.com/entities/automatic-chlorinator,entities/automatic-chlorinator.html,Automatic Chlorinator | WaterBalanceTools,41,99,1,true,none
https://waterbalancetools.com/entities/backwashing,entities/backwashing.html,Backwashing | WaterBalanceTools,31,82,1,true,none
https://waterbalancetools.com/entities/baking-soda,entities/baking-soda.html,Baking Soda | WaterBalanceTools,31,85,1,true,none
https://waterbalancetools.com/entities/balancing,entities/balancing.html,Water Balancing | WaterBalanceTools,35,102,1,true,none
https://waterbalancetools.com/entities/biguanide,entities/biguanide.html,Biguanide | WaterBalanceTools,29,102,1,true,none
https://waterbalancetools.com/entities/breakpoint-chlorination,entities/breakpoint-chlorination.html,Breakpoint Chlorination | WaterBalanceTools,43,78,1,true,none
https://waterbalancetools.com/entities/bromine,entities/bromine.html,Bromine | WaterBalanceTools,27,99,1,true,none
https://waterbalancetools.com/entities/calcium-chloride,entities/calcium-chloride.html,Calcium Chloride | WaterBalanceTools,36,86,1,true,none
https://waterbalancetools.com/entities/calcium-hardness,entities/calcium-hardness.html,Calcium Hardness | WaterBalanceTools,36,95,1,true,none
https://waterbalancetools.com/entities/calcium-hypochlorite,entities/calcium-hypochlorite.html,Calcium Hypochlorite | WaterBalanceTools,40,84,1,true,none
https://waterbalancetools.com/entities/cartridge-filter,entities/cartridge-filter.html,Cartridge Filter | WaterBalanceTools,36,104,1,true,none
https://waterbalancetools.com/entities/cdc,entities/cdc.html,CDC | WaterBalanceTools,23,112,1,true,none
https://waterbalancetools.com/entities/chemical-feeder,entities/chemical-feeder.html,Chemical Feeder | WaterBalanceTools,35,74,1,true,none
https://waterbalancetools.com/entities/chemical-log,entities/chemical-log.html,Pool Chemical Log Sheet | WaterBalanceTools,43,85,1,true,none
https://waterbalancetools.com/entities/closing-checklist,entities/closing-checklist.html,Pool Closing Checklist | WaterBalanceTools,42,58,1,true,none
https://waterbalancetools.com/entities/cloudy-water,entities/cloudy-water.html,Cloudy Water | WaterBalanceTools,32,94,1,true,none
https://waterbalancetools.com/entities/combined-chlorine,entities/combined-chlorine.html,Combined Chlorine | WaterBalanceTools,37,88,1,true,none
https://waterbalancetools.com/entities/commercial-pool,entities/commercial-pool.html,Commercial Pool | WaterBalanceTools,35,85,1,true,none
https://waterbalancetools.com/entities/concrete-pool,entities/concrete-pool.html,Concrete Pool | WaterBalanceTools,33,85,1,true,none
https://waterbalancetools.com/entities/copper,entities/copper.html,Copper | WaterBalanceTools,26,107,1,true,none
https://waterbalancetools.com/entities/corrosion,entities/corrosion.html,Corrosion | WaterBalanceTools,29,80,1,true,none
https://waterbalancetools.com/entities/cover,entities/cover.html,Pool Cover | WaterBalanceTools,30,91,1,true,none
https://waterbalancetools.com/entities/cyanuric-acid,entities/cyanuric-acid.html,Cyanuric Acid | WaterBalanceTools,33,82,1,true,none
https://waterbalancetools.com/entities/de-filter,entities/de-filter.html,DE Filter | WaterBalanceTools,29,97,1,true,none
https://waterbalancetools.com/entities/emergency-reference,entities/emergency-reference.html,Emergency Recovery Reference | WaterBalanceTools,48,74,1,true,none
https://waterbalancetools.com/entities/epa,entities/epa.html,EPA | WaterBalanceTools,23,88,1,true,none
https://waterbalancetools.com/entities/eye-irritation,entities/eye-irritation.html,Eye Irritation | WaterBalanceTools,34,61,1,true,none
https://waterbalancetools.com/entities/fiberglass-pool,entities/fiberglass-pool.html,Fiberglass Pool | WaterBalanceTools,35,85,1,true,none
https://waterbalancetools.com/entities/filtration,entities/filtration.html,Filtration | WaterBalanceTools,30,73,1,true,none
https://waterbalancetools.com/entities/flow-rate,entities/flow-rate.html,Flow Rate | WaterBalanceTools,29,78,1,true,none
https://waterbalancetools.com/entities/foaming,entities/foaming.html,Foaming | WaterBalanceTools,27,91,1,true,none
https://waterbalancetools.com/entities/free-chlorine,entities/free-chlorine.html,Free Chlorine | WaterBalanceTools,33,66,1,true,none
https://waterbalancetools.com/entities/gallons,entities/gallons.html,Gallons | WaterBalanceTools,27,64,1,true,none
https://waterbalancetools.com/entities/green-water,entities/green-water.html,Green Water | WaterBalanceTools,31,77,1,true,none
https://waterbalancetools.com/entities/heater,entities/heater.html,Pool Heater | WaterBalanceTools,31,86,1,true,none
https://waterbalancetools.com/entities/high-chlorine,entities/high-chlorine.html,High Chlorine | WaterBalanceTools,33,89,1,true,none
https://waterbalancetools.com/entities/high-ph,entities/high-ph.html,High pH | WaterBalanceTools,27,87,1,true,none
https://waterbalancetools.com/entities/hot-tub,entities/hot-tub.html,Hot Tub | WaterBalanceTools,27,75,1,true,none
https://waterbalancetools.com/entities/hydrogen-peroxide,entities/hydrogen-peroxide.html,Hydrogen Peroxide | WaterBalanceTools,37,87,1,true,none
https://waterbalancetools.com/entities/,entities/index.html,Entity Graph — Pool Chemistry Knowledge Base | WaterBalanceTools,64,160,1,true,none
https://waterbalancetools.com/entities/indoor-pool,entities/indoor-pool.html,Indoor Pool | WaterBalanceTools,31,77,1,true,none
https://waterbalancetools.com/entities/iron,entities/iron.html,Iron | WaterBalanceTools,24,78,1,true,none
https://waterbalancetools.com/entities/lamotte,entities/lamotte.html,LaMotte | WaterBalanceTools,27,92,1,true,none
https://waterbalancetools.com/entities/liquid-chlorine,entities/liquid-chlorine.html,Liquid Chlorine | WaterBalanceTools,35,87,1,true,none
https://waterbalancetools.com/entities/liters,entities/liters.html,Liters | WaterBalanceTools,26,66,1,true,none
https://waterbalancetools.com/entities/low-chlorine,entities/low-chlorine.html,Low Chlorine | WaterBalanceTools,32,82,1,true,none
https://waterbalancetools.com/entities/low-ph,entities/low-ph.html,Low pH | WaterBalanceTools,26,81,1,true,none
https://waterbalancetools.com/entities/lsi,entities/lsi.html,Langelier Saturation Index | WaterBalanceTools,46,84,1,true,none
https://waterbalancetools.com/entities/maintenance-checklist,entities/maintenance-checklist.html,Pool Maintenance Checklist | WaterBalanceTools,46,97,1,true,none
https://waterbalancetools.com/entities/maintenance-log,entities/maintenance-log.html,Hot Tub Maintenance Log | WaterBalanceTools,43,97,1,true,none
https://waterbalancetools.com/entities/manganese,entities/manganese.html,Manganese | WaterBalanceTools,29,69,1,true,none
https://waterbalancetools.com/entities/muriatic-acid,entities/muriatic-acid.html,Muriatic Acid | WaterBalanceTools,33,79,1,true,none
https://waterbalancetools.com/entities/nsf,entities/nsf.html,NSF International | WaterBalanceTools,37,87,1,true,none
https://waterbalancetools.com/entities/opening-checklist,entities/opening-checklist.html,Pool Opening Checklist | WaterBalanceTools,42,59,1,true,none
https://waterbalancetools.com/entities/orp,entities/orp.html,ORP | WaterBalanceTools,23,89,1,true,none
https://waterbalancetools.com/entities/outdoor-pool,entities/outdoor-pool.html,Outdoor Pool | WaterBalanceTools,32,87,1,true,none
https://waterbalancetools.com/entities/oxidation,entities/oxidation.html,Oxidation | WaterBalanceTools,29,97,1,true,none
https://waterbalancetools.com/entities/ozone,entities/ozone.html,Ozone | WaterBalanceTools,25,95,1,true,none
https://waterbalancetools.com/entities/ph,entities/ph.html,pH | WaterBalanceTools,22,89,1,true,none
https://waterbalancetools.com/entities/phosphate,entities/phosphate.html,Phosphate | WaterBalanceTools,29,61,1,true,none
https://waterbalancetools.com/entities/phta,entities/phta.html,PHTA | WaterBalanceTools,24,100,1,true,none
https://waterbalancetools.com/entities/pool-opening,entities/pool-opening.html,Pool Opening | WaterBalanceTools,32,70,1,true,none
https://waterbalancetools.com/entities/pool-salt,entities/pool-salt.html,Pool Salt | WaterBalanceTools,29,71,1,true,none
https://waterbalancetools.com/entities/ppm,entities/ppm.html,Parts Per Million | WaterBalanceTools,37,70,1,true,none
https://waterbalancetools.com/entities/pump,entities/pump.html,Pool Pump | WaterBalanceTools,29,107,1,true,none
https://waterbalancetools.com/entities/salt-chlorinator,entities/salt-chlorinator.html,Salt Chlorinator | WaterBalanceTools,36,96,1,true,none
https://waterbalancetools.com/entities/salt,entities/salt.html,Salt | WaterBalanceTools,24,92,1,true,none
https://waterbalancetools.com/entities/saltwater-pool,entities/saltwater-pool.html,Saltwater Pool | WaterBalanceTools,34,96,1,true,none
https://waterbalancetools.com/entities/sand-filter,entities/sand-filter.html,Sand Filter | WaterBalanceTools,31,67,1,true,none
https://waterbalancetools.com/entities/sanitizing,entities/sanitizing.html,Sanitizing | WaterBalanceTools,30,81,1,true,none
https://waterbalancetools.com/entities/scaling,entities/scaling.html,Scaling | WaterBalanceTools,27,93,1,true,none
https://waterbalancetools.com/entities/shock-treatment,entities/shock-treatment.html,Shock Treatment | WaterBalanceTools,35,111,1,true,none
https://waterbalancetools.com/entities/skimmer,entities/skimmer.html,Skimmer | WaterBalanceTools,27,89,1,true,none
https://waterbalancetools.com/entities/skin-irritation,entities/skin-irritation.html,Skin Irritation | WaterBalanceTools,35,89,1,true,none
https://waterbalancetools.com/entities/soda-ash,entities/soda-ash.html,Soda Ash | WaterBalanceTools,28,50,1,true,none
https://waterbalancetools.com/entities/sodium-dichlor,entities/sodium-dichlor.html,Dichlor | WaterBalanceTools,27,88,1,true,none
https://waterbalancetools.com/entities/stabilizer,entities/stabilizer.html,Stabilizer / CYA Granules | WaterBalanceTools,45,80,1,true,none
https://waterbalancetools.com/entities/strong-chlorine-smell,entities/strong-chlorine-smell.html,Strong Chlorine Smell | WaterBalanceTools,41,67,1,true,none
https://waterbalancetools.com/entities/swim-spa,entities/swim-spa.html,Swim Spa | WaterBalanceTools,28,73,1,true,none
https://waterbalancetools.com/entities/swimming-pool,entities/swimming-pool.html,Swimming Pool | WaterBalanceTools,33,77,1,true,none
https://waterbalancetools.com/entities/taylor-technologies,entities/taylor-technologies.html,Taylor Technologies | WaterBalanceTools,39,125,1,true,none
https://waterbalancetools.com/entities/temperature,entities/temperature.html,Temperature | WaterBalanceTools,31,90,1,true,none
https://waterbalancetools.com/entities/testing,entities/testing.html,Water Testing | WaterBalanceTools,33,93,1,true,none
https://waterbalancetools.com/entities/total-chlorine,entities/total-chlorine.html,Total Chlorine | WaterBalanceTools,34,61,1,true,none
https://waterbalancetools.com/entities/total-dissolved-solids,entities/total-dissolved-solids.html,Total Dissolved Solids | WaterBalanceTools,42,67,1,true,none
https://waterbalancetools.com/entities/trichlor-tablets,entities/trichlor-tablets.html,Trichlor Tablets | WaterBalanceTools,36,100,1,true,none
https://waterbalancetools.com/entities/turnover-time,entities/turnover-time.html,Turnover Time | WaterBalanceTools,33,91,1,true,none
https://waterbalancetools.com/entities/unit-celsius,entities/unit-celsius.html,°C | WaterBalanceTools,22,67,1,true,none
