url,page_type,primary_intent,secondary_intent,target_entity_parameter,search_stage,canonical_role
"https://waterbalancetools.com/academy/sanitizers/understanding-free-chlorine","academy-article","understand_sanitizers","find_calculator","academy/sanitizers","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/testing/common-testing-mistakes","academy-article","understand_testing","find_calculator","academy/testing","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/testing/digital-pool-testers","academy-article","understand_testing","find_calculator","academy/testing","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/testing/how-often-to-test-water","academy-article","understand_testing","find_calculator","academy/testing","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/testing/","academy-article","understand_testing","none_observed","academy/testing","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/testing/understanding-test-results","academy-article","understand_testing","find_calculator","academy/testing","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/testing/using-liquid-test-kits","academy-article","understand_testing","find_calculator","academy/testing","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/testing/using-test-strips","academy-article","understand_testing","find_calculator","academy/testing","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/troubleshooting/cloudy-water","academy-article","understand_troubleshooting","find_calculator","academy/troubleshooting","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/troubleshooting/corrosion","academy-article","understand_troubleshooting","find_calculator","academy/troubleshooting","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/troubleshooting/foaming-hot-tubs","academy-article","understand_troubleshooting","find_calculator","academy/troubleshooting","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/troubleshooting/green-water","academy-article","understand_troubleshooting","find_calculator","academy/troubleshooting","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/troubleshooting/","academy-article","understand_troubleshooting","none_observed","academy/troubleshooting","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/troubleshooting/scaling","academy-article","understand_troubleshooting","find_calculator","academy/troubleshooting","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/troubleshooting/strong-chlorine-smell","academy-article","understand_troubleshooting","find_calculator","academy/troubleshooting","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/vacation-rentals/chemical-log-sheets","academy-article","understand_vacation-rentals","find_calculator","academy/vacation-rentals","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/vacation-rentals/emergency-water-recovery","academy-article","understand_vacation-rentals","find_calculator","academy/vacation-rentals","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/vacation-rentals/guest-safety","academy-article","understand_vacation-rentals","find_calculator","academy/vacation-rentals","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/vacation-rentals/","academy-article","understand_vacation-rentals","none_observed","academy/vacation-rentals","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/vacation-rentals/maintenance-schedule","academy-article","understand_vacation-rentals","find_calculator","academy/vacation-rentals","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/vacation-rentals/turnover-checklist","academy-article","understand_vacation-rentals","find_calculator","academy/vacation-rentals","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/vacation-rentals/weekly-inspection","academy-article","understand_vacation-rentals","find_calculator","academy/vacation-rentals","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/water-balance/","academy-article","understand_water-balance","none_observed","academy/water-balance","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/water-balance/understanding-calcium-hardness","academy-article","understand_water-balance","find_calculator","academy/water-balance","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/water-balance/understanding-cyanuric-acid","academy-article","understand_water-balance","find_calculator","academy/water-balance","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/water-balance/understanding-lsi","academy-article","understand_water-balance","find_calculator","academy/water-balance","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/water-balance/understanding-ph","academy-article","understand_water-balance","find_calculator","academy/water-balance","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/water-balance/understanding-total-alkalinity","academy-article","understand_water-balance","find_calculator","academy/water-balance","INFORMATIONAL","explainer"
"https://waterbalancetools.com/academy/water-balance/water-balance-order","academy-article","understand_water-balance","find_calculator","academy/water-balance","INFORMATIONAL","explainer"
"https://waterbalancetools.com/all-pages","crawl-hub","crawl-hub","none_observed","root","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/calculators/chemical-calculator","calculator","calculate_calculators","quick_answer","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator","calculator","calculate_calculators","quick_answer","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/hot-tub-ph-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/hot-tub-shock-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/","calculator-hub","calculator-hub","none_observed","calculators","CALCULATOR","supporting_content"
"https://waterbalancetools.com/calculators/pool-alkalinity-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/pool-chlorine-calculator","calculator","calculate_calculators","quick_answer","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/pool-cyanuric-acid-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/pool-ph-calculator","calculator","calculate_calculators","quick_answer","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/pool-shock-calculator","calculator","calculate_calculators","quick_answer","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/pool-turnover-rate-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/pool-volume-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/saltwater-pool-salt-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/calculators/spa-volume-calculator","calculator","calculate_calculators","none_observed","calculators","CALCULATOR","primary_tool"
"https://waterbalancetools.com/charts/","chart","lookup_reference_range_charts","none_observed","charts","REFERENCE","reference_table"
"https://waterbalancetools.com/charts/pool-water-balance-chart","chart","lookup_reference_range_charts","none_observed","charts","REFERENCE","reference_table"
"https://waterbalancetools.com/comparisons/chlorine-vs-bromine-hot-tub","comparison","compare_options","none_observed","comparisons","COMPARISON","decision_support"
"https://waterbalancetools.com/comparisons/chlorine-vs-bromine","comparison","compare_options","reference_lookup","comparisons","COMPARISON","decision_support"
"https://waterbalancetools.com/comparisons/free-chlorine-vs-total-chlorine","comparison","compare_options","reference_lookup","comparisons","COMPARISON","decision_support"
"https://waterbalancetools.com/comparisons/","comparison-hub","comparison-hub","none_observed","comparisons","COMPARISON","supporting_content"
"https://waterbalancetools.com/comparisons/liquid-chlorine-vs-tablets","comparison","compare_options","reference_lookup","comparisons","COMPARISON","decision_support"
"https://waterbalancetools.com/comparisons/pool-shock-vs-chlorine","comparison","compare_options","reference_lookup","comparisons","COMPARISON","decision_support"
"https://waterbalancetools.com/comparisons/salt-water-pool-vs-chlorine-pool","comparison","compare_options","reference_lookup","comparisons","COMPARISON","decision_support"
"https://waterbalancetools.com/comparisons/saltwater-pool-vs-chlorine","comparison","compare_options","none_observed","comparisons","COMPARISON","decision_support"
"https://waterbalancetools.com/editorial/content-standards/","editorial-policy","editorial-policy","none_observed","editorial/content-standards","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/editorial/correction-policy/","editorial-policy","editorial-policy","none_observed","editorial/correction-policy","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/editorial/editorial-policy/","editorial-policy","editorial-policy","none_observed","editorial/editorial-policy","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/editorial/","editorial-policy","editorial-policy","none_observed","editorial","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/editorial/review-process/","editorial-policy","editorial-policy","none_observed","editorial/review-process","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/editorial/update-policy/","editorial-policy","editorial-policy","none_observed","editorial/update-policy","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/entities/algae","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/alkalinity","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/automatic-chlorinator","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/backwashing","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/baking-soda","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/balancing","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/biguanide","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/breakpoint-chlorination","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/bromine","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/calcium-chloride","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/calcium-hardness","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/calcium-hypochlorite","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/cartridge-filter","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/cdc","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/chemical-feeder","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/chemical-log","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/closing-checklist","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/cloudy-water","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/combined-chlorine","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/commercial-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/concrete-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/copper","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/corrosion","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/cover","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/cyanuric-acid","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/de-filter","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/emergency-reference","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/epa","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/eye-irritation","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/fiberglass-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/filtration","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/flow-rate","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/foaming","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/free-chlorine","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/gallons","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/green-water","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/heater","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/high-chlorine","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/high-ph","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/hot-tub","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/hydrogen-peroxide","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/indoor-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/iron","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/lamotte","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/liquid-chlorine","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/liters","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/low-chlorine","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/low-ph","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/lsi","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/maintenance-checklist","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/maintenance-log","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/manganese","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/muriatic-acid","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/nsf","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/opening-checklist","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/orp","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/outdoor-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/oxidation","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/ozone","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/ph","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/phosphate","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/phta","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/pool-opening","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/pool-salt","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/ppm","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/pump","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/salt-chlorinator","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/salt","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/saltwater-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/sand-filter","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/sanitizing","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/scaling","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/shock-treatment","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/skimmer","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/skin-irritation","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/soda-ash","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/sodium-dichlor","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/stabilizer","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/strong-chlorine-smell","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/swim-spa","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/swimming-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/taylor-technologies","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/temperature","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/testing","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/total-chlorine","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/total-dissolved-solids","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/trichlor-tablets","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/turnover-time","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-celsius","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-days","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-fahrenheit","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-gallons","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-hours","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-liters","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-mg-l","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-minutes","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-months","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-ppm","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/unit-weeks","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/vacation-rental-checklist","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/vinyl-pool","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/water-replacement","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/water-test-sheet","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/entities/winterization","entity","define_term","none_observed","entities","REFERENCE","definition"
"https://waterbalancetools.com/formulas/alkalinity-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/cya-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/","formula-hub","formula-hub","none_observed","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/liquid-chlorine-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/lsi-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/ph-adjustment-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/pool-volume-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/salt-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/shock-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/formulas/turnover-formula","formula-page","formula-page","find_calculator","formulas","REFERENCE","supporting_content"
"https://waterbalancetools.com/glossary/aggressive-water","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/algae-bloom","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/algaecide","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/ammonia","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/backwashing","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/bather-load","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/bcdmh","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/bicarbonate-alkalinity","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/biofilm","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/black-algae","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/breakpoint-chlorination","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/breakpoint-dose","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/bromine","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/calcium-hardness","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/calcium-hypochlorite","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/carbon-dioxide","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/cartridge-filter","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/chemical-compatibility","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/chemical-log","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/chemical-storage","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/chloramine","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/chlorine-demand","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/chlorine-stabilizer","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/clarifier","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/closing-chemical-kit","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/colorimetric-test","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/combined-chlorine","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/conductivity","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/copper","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/cyanuric-acid","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/de-filter","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/dead-algae","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/dichlor","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/dilution","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/dpd-test","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
"https://waterbalancetools.com/glossary/evaporation","glossary-term","define_term","none_observed","glossary","REFERENCE","definition"
