url,rel,title,h1,page_type,topics,inbound_links,crawl_depth,indexable,redirect_source,robots,canonical,schema_types,citation_block,citation_links,word_count,description_present
/academy/fundamentals/understanding-pool-water-chemistry,academy/fundamentals/understanding-pool-water-chemistry.html,Understanding Pool Water Chemistry | Academy | WaterBalanceTools,Understanding Pool Water Chemistry,academy,general,20,3,true,false,"index, follow",https://waterbalancetools.com/academy/fundamentals/understanding-pool-water-chemistry,Article|Organization|BreadcrumbList|ListItem,false,0,700,true
/academy/fundamentals/why-water-testing-matters,academy/fundamentals/why-water-testing-matters.html,Why Water Testing Matters | Academy | WaterBalanceTools,Why Water Testing Matters,academy,testing,11,3,true,false,"index, follow",https://waterbalancetools.com/academy/fundamentals/why-water-testing-matters,Article|Organization|BreadcrumbList|ListItem,false,0,657,true
/academy/hot-tubs/daily-spa-maintenance,academy/hot-tubs/daily-spa-maintenance.html,Daily Spa Maintenance | Academy | WaterBalanceTools,Daily Spa Maintenance,academy,hot-tub-chemistry|troubleshooting,12,3,true,false,"index, follow",https://waterbalancetools.com/academy/hot-tubs/daily-spa-maintenance,Article|Organization|BreadcrumbList|ListItem,false,0,675,true
/academy/hot-tubs,academy/hot-tubs/index.html,Hot Tubs &amp; Spas | Academy | WaterBalanceTools,Hot Tubs &amp; Spas,academy,hot-tub-chemistry,7,2,true,false,"index, follow",https://waterbalancetools.com/academy/hot-tubs,BreadcrumbList|ListItem,false,0,229,true
/academy/hot-tubs/monthly-spa-maintenance,academy/hot-tubs/monthly-spa-maintenance.html,Monthly Spa Maintenance | Academy | WaterBalanceTools,Monthly Spa Maintenance,academy,hot-tub-chemistry|equipment,9,3,true,false,"index, follow",https://waterbalancetools.com/academy/hot-tubs/monthly-spa-maintenance,Article|Organization|BreadcrumbList|ListItem,false,0,697,true
/academy/hot-tubs/refilling-your-hot-tub,academy/hot-tubs/refilling-your-hot-tub.html,Refilling Your Hot Tub | Academy | WaterBalanceTools,Refilling Your Hot Tub,academy,hot-tub-chemistry,15,3,true,false,"index, follow",https://waterbalancetools.com/academy/hot-tubs/refilling-your-hot-tub,Article|Organization|BreadcrumbList|ListItem,false,0,793,true
/academy/hot-tubs/shock-after-heavy-use,academy/hot-tubs/shock-after-heavy-use.html,Shocking a Hot Tub After Heavy Use | Academy | WaterBalanceTools,Shocking a Hot Tub After Heavy Use,academy,chlorine|shock|hot-tub-chemistry,10,3,true,false,"index, follow",https://waterbalancetools.com/academy/hot-tubs/shock-after-heavy-use,Article|Organization|BreadcrumbList|ListItem,false,0,743,true
/academy/hot-tubs/weekly-spa-maintenance,academy/hot-tubs/weekly-spa-maintenance.html,Weekly Spa Maintenance | Academy | WaterBalanceTools,Weekly Spa Maintenance,academy,hot-tub-chemistry|testing|equipment,12,3,true,false,"index, follow",https://waterbalancetools.com/academy/hot-tubs/weekly-spa-maintenance,Article|Organization|BreadcrumbList|ListItem,false,0,701,true
/academy/hot-tubs/winter-spa-care,academy/hot-tubs/winter-spa-care.html,Winter Spa Care | Academy | WaterBalanceTools,Winter Spa Care,academy,hot-tub-chemistry|seasonal-maintenance,13,3,true,false,"index, follow",https://waterbalancetools.com/academy/hot-tubs/winter-spa-care,Article|Organization|BreadcrumbList|ListItem,false,0,793,true
/academy,academy/index.html,Pool &amp; Hot Tub Chemistry Academy | WaterBalanceTools,Pool &amp; Hot Tub Chemistry Academy,academy,chlorine|ph|alkalinity|troubleshooting,458,1,true,false,"index, follow",https://waterbalancetools.com/academy,BreadcrumbList|ListItem,false,0,153,true
/academy/sanitizers/breakpoint-chlorination,academy/sanitizers/breakpoint-chlorination.html,Breakpoint Chlorination | Academy | WaterBalanceTools,Breakpoint Chlorination,academy,chlorine|sanitizer,18,3,true,false,"index, follow",https://waterbalancetools.com/academy/sanitizers/breakpoint-chlorination,Article|Organization|BreadcrumbList|ListItem,false,0,726,true
/academy/sanitizers/bromine-vs-chlorine,academy/sanitizers/bromine-vs-chlorine.html,Bromine vs. Chlorine | Academy | WaterBalanceTools,Bromine vs. Chlorine,academy,chlorine|ph|bromine|sanitizer,12,3,true,false,"index, follow",https://waterbalancetools.com/academy/sanitizers/bromine-vs-chlorine,Article|Organization|BreadcrumbList|ListItem,false,0,708,true
/academy/sanitizers/combined-chlorine-explained,academy/sanitizers/combined-chlorine-explained.html,Combined Chlorine Explained | Academy | WaterBalanceTools,Combined Chlorine Explained,academy,chlorine|sanitizer|troubleshooting,17,3,true,false,"index, follow",https://waterbalancetools.com/academy/sanitizers/combined-chlorine-explained,Article|Organization|BreadcrumbList|ListItem,false,0,656,true
/academy/sanitizers,academy/sanitizers/index.html,Sanitizers | Academy | WaterBalanceTools,Sanitizers,academy,chlorine|bromine|sanitizer,7,2,true,false,"index, follow",https://waterbalancetools.com/academy/sanitizers,BreadcrumbList|ListItem,false,0,230,true
/academy/sanitizers/liquid-chlorine-vs-tablets,academy/sanitizers/liquid-chlorine-vs-tablets.html,Liquid Chlorine vs. Tablets | Academy | WaterBalanceTools,Liquid Chlorine vs. Tablets,academy,chlorine|sanitizer,19,3,true,false,"index, follow",https://waterbalancetools.com/academy/sanitizers/liquid-chlorine-vs-tablets,Article|Organization|BreadcrumbList|ListItem,false,0,701,true
/academy/sanitizers/shock-treatments-explained,academy/sanitizers/shock-treatments-explained.html,Shock Treatments Explained | Academy | WaterBalanceTools,Shock Treatments Explained,academy,shock|sanitizer,31,3,true,false,"index, follow",https://waterbalancetools.com/academy/sanitizers/shock-treatments-explained,Article|Organization|BreadcrumbList|ListItem,false,0,674,true
/academy/sanitizers/understanding-free-chlorine,academy/sanitizers/understanding-free-chlorine.html,Understanding Free Chlorine | Academy | WaterBalanceTools,Understanding Free Chlorine,academy,chlorine|ph|sanitizer,18,3,true,false,"index, follow",https://waterbalancetools.com/academy/sanitizers/understanding-free-chlorine,Article|Organization|BreadcrumbList|ListItem,false,0,684,true
/academy/testing/common-testing-mistakes,academy/testing/common-testing-mistakes.html,Common Pool Water Testing Mistakes | Academy | WaterBalanceTools,Common Pool Water Testing Mistakes,academy,troubleshooting|testing,9,3,true,false,"index, follow",https://waterbalancetools.com/academy/testing/common-testing-mistakes,Article|Organization|BreadcrumbList|ListItem,false,0,680,true
/academy/testing/digital-pool-testers,academy/testing/digital-pool-testers.html,Digital Pool Testers | Academy | WaterBalanceTools,Digital Pool Testers,academy,ph|testing,9,3,true,false,"index, follow",https://waterbalancetools.com/academy/testing/digital-pool-testers,Article|Organization|BreadcrumbList|ListItem,false,0,637,true
/academy/testing/how-often-to-test-water,academy/testing/how-often-to-test-water.html,How Often to Test Pool Water | Academy | WaterBalanceTools,How Often to Test Pool Water,academy,testing,10,3,true,false,"index, follow",https://waterbalancetools.com/academy/testing/how-often-to-test-water,Article|Organization|BreadcrumbList|ListItem,false,0,642,true
/academy/testing,academy/testing/index.html,Testing | Academy | WaterBalanceTools,Testing,academy,testing,7,2,true,false,"index, follow",https://waterbalancetools.com/academy/testing,BreadcrumbList|ListItem,false,0,216,true
/academy/testing/understanding-test-results,academy/testing/understanding-test-results.html,Understanding Test Results | Academy | WaterBalanceTools,Understanding Test Results,academy,testing,12,3,true,false,"index, follow",https://waterbalancetools.com/academy/testing/understanding-test-results,Article|Organization|BreadcrumbList|ListItem,false,0,727,true
/academy/testing/using-liquid-test-kits,academy/testing/using-liquid-test-kits.html,Using Liquid Test Kits | Academy | WaterBalanceTools,Using Liquid Test Kits,academy,testing,15,3,true,false,"index, follow",https://waterbalancetools.com/academy/testing/using-liquid-test-kits,Article|Organization|BreadcrumbList|ListItem,false,0,672,true
/academy/testing/using-test-strips,academy/testing/using-test-strips.html,Using Test Strips | Academy | WaterBalanceTools,Using Test Strips,academy,testing,9,3,true,false,"index, follow",https://waterbalancetools.com/academy/testing/using-test-strips,Article|Organization|BreadcrumbList|ListItem,false,0,666,true
/academy/troubleshooting/cloudy-water,academy/troubleshooting/cloudy-water.html,Cloudy Pool Water: Causes and Solutions | Academy | WaterBalanceTools,Cloudy Pool Water: Causes and Solutions,academy,troubleshooting,13,3,true,false,"index, follow",https://waterbalancetools.com/academy/troubleshooting/cloudy-water,Article|Organization|BreadcrumbList|ListItem,false,0,776,true
/academy/troubleshooting/corrosion,academy/troubleshooting/corrosion.html,Pool Corrosion: Causes and Prevention | Academy | WaterBalanceTools,Pool Corrosion: Causes and Prevention,academy,troubleshooting,19,3,true,false,"index, follow",https://waterbalancetools.com/academy/troubleshooting/corrosion,Article|Organization|BreadcrumbList|ListItem,false,0,764,true
/academy/troubleshooting/foaming-hot-tubs,academy/troubleshooting/foaming-hot-tubs.html,Foaming Hot Tubs: Causes and Solutions | Academy | WaterBalanceTools,Foaming Hot Tubs: Causes and Solutions,academy,hot-tub-chemistry|troubleshooting,9,3,true,false,"index, follow",https://waterbalancetools.com/academy/troubleshooting/foaming-hot-tubs,Article|Organization|BreadcrumbList|ListItem,false,0,702,true
/academy/troubleshooting/green-water,academy/troubleshooting/green-water.html,Green Pool Water: How to Fix It | Academy | WaterBalanceTools,Green Pool Water: How to Fix It,academy,algae|troubleshooting,21,3,true,false,"index, follow",https://waterbalancetools.com/academy/troubleshooting/green-water,Article|Organization|BreadcrumbList|ListItem,false,0,847,true
/academy/troubleshooting,academy/troubleshooting/index.html,Troubleshooting | Academy | WaterBalanceTools,Troubleshooting,academy,algae|troubleshooting,7,2,true,false,"index, follow",https://waterbalancetools.com/academy/troubleshooting,BreadcrumbList|ListItem,false,0,235,true
/academy/troubleshooting/scaling,academy/troubleshooting/scaling.html,Pool Scaling: Causes and Prevention | Academy | WaterBalanceTools,Pool Scaling: Causes and Prevention,academy,troubleshooting,17,3,true,false,"index, follow",https://waterbalancetools.com/academy/troubleshooting/scaling,Article|Organization|BreadcrumbList|ListItem,false,0,759,true
/academy/troubleshooting/strong-chlorine-smell,academy/troubleshooting/strong-chlorine-smell.html,Strong Chlorine Smell: What It Really Means | Academy | WaterBalanceTools,Strong Chlorine Smell: What It Really Means,academy,chlorine|troubleshooting,13,3,true,false,"index, follow",https://waterbalancetools.com/academy/troubleshooting/strong-chlorine-smell,Article|Organization|BreadcrumbList|ListItem,false,0,762,true
/academy/vacation-rentals/chemical-log-sheets,academy/vacation-rentals/chemical-log-sheets.html,Chemical Log Sheets for Vacation Rentals | Academy | WaterBalanceTools,Chemical Log Sheets for Vacation Rentals,academy,general,11,3,true,false,"index, follow",https://waterbalancetools.com/academy/vacation-rentals/chemical-log-sheets,Article|Organization|BreadcrumbList|ListItem,false,0,768,true
/academy/vacation-rentals/emergency-water-recovery,academy/vacation-rentals/emergency-water-recovery.html,Emergency Water Recovery for Vacation Rentals | Academy | WaterBalanceTools,Emergency Water Recovery for Vacation Rentals,academy,general,11,3,true,false,"index, follow",https://waterbalancetools.com/academy/vacation-rentals/emergency-water-recovery,Article|Organization|BreadcrumbList|ListItem,false,0,840,true
/academy/vacation-rentals/guest-safety,academy/vacation-rentals/guest-safety.html,Pool Guest Safety for Vacation Rentals | Academy | WaterBalanceTools,Pool Guest Safety for Vacation Rentals,academy,equipment,12,3,true,false,"index, follow",https://waterbalancetools.com/academy/vacation-rentals/guest-safety,Article|Organization|BreadcrumbList|ListItem,false,0,723,true
/academy/vacation-rentals,academy/vacation-rentals/index.html,Vacation Rentals | Academy | WaterBalanceTools,Vacation Rentals,academy,general,7,2,true,false,"index, follow",https://waterbalancetools.com/academy/vacation-rentals,BreadcrumbList|ListItem,false,0,230,true
/academy/vacation-rentals/maintenance-schedule,academy/vacation-rentals/maintenance-schedule.html,Pool Maintenance Schedule for Vacation Rentals | Academy | WaterBalanceTools,Pool Maintenance Schedule for Vacation Rentals,academy,seasonal-maintenance,10,3,true,false,"index, follow",https://waterbalancetools.com/academy/vacation-rentals/maintenance-schedule,Article|Organization|BreadcrumbList|ListItem,false,0,676,true
/academy/vacation-rentals/turnover-checklist,academy/vacation-rentals/turnover-checklist.html,Pool Turnover Checklist for Vacation Rentals | Academy | WaterBalanceTools,Pool Turnover Checklist for Vacation Rentals,academy,general,10,3,true,false,"index, follow",https://waterbalancetools.com/academy/vacation-rentals/turnover-checklist,Article|Organization|BreadcrumbList|ListItem,false,0,734,true
/academy/vacation-rentals/weekly-inspection,academy/vacation-rentals/weekly-inspection.html,Weekly Pool Inspection for Vacation Rentals | Academy | WaterBalanceTools,Weekly Pool Inspection for Vacation Rentals,academy,troubleshooting|equipment,9,3,true,false,"index, follow",https://waterbalancetools.com/academy/vacation-rentals/weekly-inspection,Article|Organization|BreadcrumbList|ListItem,false,0,712,true
/academy/water-balance,academy/water-balance/index.html,Water Balance | Academy | WaterBalanceTools,Water Balance,academy,ph|alkalinity|cyanuric-acid|water-balance,7,2,true,false,"index, follow",https://waterbalancetools.com/academy/water-balance,BreadcrumbList|ListItem,false,0,221,true
/academy/water-balance/understanding-calcium-hardness,academy/water-balance/understanding-calcium-hardness.html,Understanding Calcium Hardness | Academy | WaterBalanceTools,Understanding Calcium Hardness,academy,calcium-hardness|equipment,19,3,true,false,"index, follow",https://waterbalancetools.com/academy/water-balance/understanding-calcium-hardness,Article|Organization|BreadcrumbList|ListItem,false,0,700,true
/academy/water-balance/understanding-cyanuric-acid,academy/water-balance/understanding-cyanuric-acid.html,Understanding Cyanuric Acid | Academy | WaterBalanceTools,Understanding Cyanuric Acid,academy,cyanuric-acid,21,3,true,false,"index, follow",https://waterbalancetools.com/academy/water-balance/understanding-cyanuric-acid,Article|Organization|BreadcrumbList|ListItem,false,0,750,true
/academy/water-balance/understanding-lsi,academy/water-balance/understanding-lsi.html,Understanding the Langelier Saturation Index | Academy | WaterBalanceTools,Understanding the Langelier Saturation Index,academy,water-balance,18,3,true,false,"index, follow",https://waterbalancetools.com/academy/water-balance/understanding-lsi,Article|Organization|BreadcrumbList|ListItem,false,0,731,true
/academy/water-balance/understanding-ph,academy/water-balance/understanding-ph.html,Understanding pH in Pool Water | Academy | WaterBalanceTools,Understanding pH in Pool Water,academy,ph,25,3,true,false,"index, follow",https://waterbalancetools.com/academy/water-balance/understanding-ph,Article|Organization|BreadcrumbList|ListItem,false,0,726,true
/academy/water-balance/understanding-total-alkalinity,academy/water-balance/understanding-total-alkalinity.html,Understanding Total Alkalinity | Academy | WaterBalanceTools,Understanding Total Alkalinity,academy,ph|alkalinity,16,3,true,false,"index, follow",https://waterbalancetools.com/academy/water-balance/understanding-total-alkalinity,Article|Organization|BreadcrumbList|ListItem,false,0,711,true
/academy/water-balance/water-balance-order,academy/water-balance/water-balance-order.html,Water Balance Order: The Correct Sequence | Academy | WaterBalanceTools,Water Balance Order: The Correct Sequence,academy,troubleshooting|water-balance,17,3,true,false,"index, follow",https://waterbalancetools.com/academy/water-balance/water-balance-order,Article|Organization|BreadcrumbList|ListItem,false,0,722,true
/all-pages,all-pages.html,All Pool Chemistry Pages | WaterBalanceTools,All Pool Chemistry Pages,root,general,462,1,true,false,"index, follow",https://waterbalancetools.com/all-pages,BreadcrumbList|ListItem,false,0,737,true
/calculators/chemical-calculator,calculators/chemical-calculator.html,Pool Chemical Calculator (Exact Levels Fast) | WaterBalanceTools,Pool & Hot Tub Chemical Calculator,calculators,chlorine|ph|alkalinity|pool-volume,463,1,true,false,"index, follow",https://waterbalancetools.com/calculators/chemical-calculator,WebApplication|Offer|BreadcrumbList|ListItem,true,4,897,true
/calculators/hot-tub-chlorine-calculator,calculators/hot-tub-chlorine-calculator.html,Hot Tub Chlorine Calculator (30-Second Check) | WaterBalanceTools,Hot Tub Chlorine Calculator,calculators,chlorine|sanitizer|pool-volume|hot-tub-chemistry|testing|equipment,85,1,true,false,"index, follow",https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator,WebApplication|Offer|BreadcrumbList|ListItem,true,1,725,true
/calculators/hot-tub-ph-calculator,calculators/hot-tub-ph-calculator.html,Hot Tub pH Calculator | WaterBalanceTools,Hot Tub pH Calculator,calculators,ph|pool-volume|hot-tub-chemistry,86,1,true,false,"index, follow",https://waterbalancetools.com/calculators/hot-tub-ph-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,310,true
/calculators/hot-tub-shock-calculator,calculators/hot-tub-shock-calculator.html,Hot Tub Shock Calculator | WaterBalanceTools,Hot Tub Shock Calculator,calculators,shock|pool-volume|hot-tub-chemistry,63,1,true,false,"index, follow",https://waterbalancetools.com/calculators/hot-tub-shock-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,352,true
/calculators,calculators/index.html,Calculators Hub | WaterBalanceTools,Calculators Hub,calculators,general,36,1,true,false,"index, follow",https://waterbalancetools.com/calculators,BreadcrumbList|ListItem|CollectionPage|ItemList|WebSite,false,0,551,true
/calculators/pool-alkalinity-calculator,calculators/pool-alkalinity-calculator.html,Pool Alkalinity Calculator | WaterBalanceTools,Pool Alkalinity Calculator,calculators,alkalinity|pool-volume,99,1,true,false,"index, follow",https://waterbalancetools.com/calculators/pool-alkalinity-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,329,true
/calculators/pool-chlorine-calculator,calculators/pool-chlorine-calculator.html,Pool Chlorine Calculator (Oz by Volume) | WaterBalanceTools,Pool Chlorine Calculator,calculators,chlorine|ph|alkalinity|pool-volume,465,1,true,false,"index, follow",https://waterbalancetools.com/calculators/pool-chlorine-calculator,WebApplication|Offer|FAQPage|Question|Answer|BreadcrumbList|ListItem,true,2,481,true
/calculators/pool-cyanuric-acid-calculator,calculators/pool-cyanuric-acid-calculator.html,Pool Cyanuric Acid Calculator | WaterBalanceTools,Pool Cyanuric Acid Calculator,calculators,cyanuric-acid|pool-volume,80,1,true,false,"index, follow",https://waterbalancetools.com/calculators/pool-cyanuric-acid-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,358,true
/calculators/pool-ph-calculator,calculators/pool-ph-calculator.html,Pool pH Calculator (Target 7.2–7.6) | WaterBalanceTools,Pool pH Calculator,calculators,chlorine|ph|equipment,464,1,true,false,"index, follow",https://waterbalancetools.com/calculators/pool-ph-calculator,WebApplication|Offer|BreadcrumbList|ListItem,true,1,666,true
/calculators/pool-shock-calculator,calculators/pool-shock-calculator.html,Pool Shock Calculator (10–30 ppm Dose) | WaterBalanceTools,Pool Shock Calculator,calculators,chlorine|ph|alkalinity|shock|pool-volume,464,1,true,false,"index, follow",https://waterbalancetools.com/calculators/pool-shock-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,676,true
/calculators/pool-turnover-rate-calculator,calculators/pool-turnover-rate-calculator.html,Pool Turnover Rate Calculator | WaterBalanceTools,Pool Turnover Rate Calculator,calculators,pool-volume|equipment,33,2,true,false,"index, follow",https://waterbalancetools.com/calculators/pool-turnover-rate-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,336,true
/calculators/pool-volume-calculator,calculators/pool-volume-calculator.html,Pool Volume Calculator (calculators) | WaterBalanceTools,Pool Volume Calculator,calculators,pool-volume,463,1,true,false,"index, follow",https://waterbalancetools.com/calculators/pool-volume-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,348,true
/calculators/saltwater-pool-salt-calculator,calculators/saltwater-pool-salt-calculator.html,Saltwater Pool Salt Calculator | WaterBalanceTools,Saltwater Pool Salt Calculator,calculators,salt|pool-volume,33,2,true,false,"index, follow",https://waterbalancetools.com/calculators/saltwater-pool-salt-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,350,true
/calculators/spa-volume-calculator,calculators/spa-volume-calculator.html,Spa Volume Calculator | WaterBalanceTools,Spa Volume Calculator,calculators,pool-volume|hot-tub-chemistry,27,2,true,false,"index, follow",https://waterbalancetools.com/calculators/spa-volume-calculator,WebApplication|Offer|BreadcrumbList|ListItem,false,0,323,true
/charts,charts/index.html,Charts Hub | WaterBalanceTools,Charts Hub,charts,hot-tub-chemistry,2,4,true,false,"index, follow",https://waterbalancetools.com/charts,BreadcrumbList|ListItem|CollectionPage|ItemList|WebSite,false,0,243,true
/charts/pool-water-balance-chart,charts/pool-water-balance-chart.html,Pool Water Balance Chart | WaterBalanceTools,Pool Water Balance Chart,charts,chlorine|ph|alkalinity|water-balance,10,3,true,false,"index, follow",https://waterbalancetools.com/charts/pool-water-balance-chart,BreadcrumbList|ListItem,false,0,163,true
/comparisons/chlorine-vs-bromine-hot-tub,comparisons/chlorine-vs-bromine-hot-tub.html,Chlorine vs Bromine for Hot Tubs | WaterBalanceTools,Chlorine vs Bromine for Hot Tubs,comparisons,chlorine|bromine|sanitizer|hot-tub-chemistry,10,2,true,false,"index, follow",https://waterbalancetools.com/comparisons/chlorine-vs-bromine-hot-tub,BreadcrumbList|ListItem,false,0,215,true
/comparisons/chlorine-vs-bromine,comparisons/chlorine-vs-bromine.html,Chlorine vs Bromine: Which Is Better for Your Pool? | WaterBalanceTools,Chlorine vs Bromine: Which Is Better for Your Pool?,comparisons,chlorine|bromine|water-temperature,8,2,true,false,"index, follow",https://waterbalancetools.com/comparisons/chlorine-vs-bromine,BreadcrumbList|ListItem,false,0,658,true
/comparisons/free-chlorine-vs-total-chlorine,comparisons/free-chlorine-vs-total-chlorine.html,Free Chlorine vs Total Chlorine: What's the Difference? | WaterBalanceTools,Free Chlorine vs Total Chlorine: What's the Difference?,comparisons,chlorine,5,2,true,false,"index, follow",https://waterbalancetools.com/comparisons/free-chlorine-vs-total-chlorine,BreadcrumbList|ListItem,false,0,709,true
/comparisons,comparisons/index.html,Comparisons Hub | WaterBalanceTools,Comparisons Hub,comparisons,general,7,3,true,false,"index, follow",https://waterbalancetools.com/comparisons,BreadcrumbList|ListItem|CollectionPage|ItemList|WebSite,false,0,544,true
/comparisons/liquid-chlorine-vs-tablets,comparisons/liquid-chlorine-vs-tablets.html,Liquid Chlorine vs Chlorine Tablets: Which Is Better? | WaterBalanceTools,Liquid Chlorine vs Chlorine Tablets: Which Is Better?,comparisons,chlorine|ph|cyanuric-acid|salt,5,2,true,false,"index, follow",https://waterbalancetools.com/comparisons/liquid-chlorine-vs-tablets,BreadcrumbList|ListItem,false,0,726,true
/comparisons/pool-shock-vs-chlorine,comparisons/pool-shock-vs-chlorine.html,Pool Shock vs Chlorine: What's the Difference? | WaterBalanceTools,Pool Shock vs Chlorine: What's the Difference?,comparisons,chlorine|shock,10,2,true,false,"index, follow",https://waterbalancetools.com/comparisons/pool-shock-vs-chlorine,BreadcrumbList|ListItem,false,0,648,true
/comparisons/salt-water-pool-vs-chlorine-pool,comparisons/salt-water-pool-vs-chlorine-pool.html,Salt Water Pool vs Chlorine Pool: Full Comparison | WaterBalanceTools,Salt Water Pool vs Chlorine Pool: Full Comparison,comparisons,chlorine|ph|salt,10,2,true,false,"index, follow",https://waterbalancetools.com/comparisons/salt-water-pool-vs-chlorine-pool,BreadcrumbList|ListItem,false,0,710,true
