url,page_type,cluster,primary_intent,secondary_intent,word_count,content_quality_status,duplication_risk,seasonality,topical_depth,evidence_status,action,priority,reason
"https://waterbalancetools.com/academy/troubleshooting/strong-chlorine-smell","academy-article","academy/troubleshooting","troubleshooting","calculation","760","STRONG","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/vacation-rentals/chemical-log-sheets","academy-article","academy/vacation-rentals","vacation_rentals","calculation","765","ADEQUATE","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/vacation-rentals/emergency-water-recovery","academy-article","academy/vacation-rentals","vacation_rentals","calculation","837","STRONG","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/vacation-rentals/guest-safety","academy-article","academy/vacation-rentals","vacation_rentals","calculation","718","ADEQUATE","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/vacation-rentals/","academy-article","academy/vacation-rentals","vacation_rentals","informational","230","ADEQUATE","LOW","pool_season_leaning","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/academy/vacation-rentals/maintenance-schedule","academy-article","academy/vacation-rentals","vacation_rentals","calculation","673","ADEQUATE","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/vacation-rentals/turnover-checklist","academy-article","academy/vacation-rentals","vacation_rentals","calculation","731","STRONG","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/vacation-rentals/weekly-inspection","academy-article","academy/vacation-rentals","vacation_rentals","calculation","709","ADEQUATE","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/water-balance/","academy-article","academy/water-balance","water_balance","informational","221","ADEQUATE","LOW","pool_season_leaning","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/academy/water-balance/understanding-calcium-hardness","academy-article","academy/water-balance","water_balance","calculation","696","STRONG","LOW","pool_season_leaning","clustered","cited","KEEP","P3","overall_quality_score=2.3 -- strong across the rubric."
"https://waterbalancetools.com/academy/water-balance/understanding-cyanuric-acid","academy-article","academy/water-balance","water_balance","calculation","747","STRONG","LOW","pool_season_leaning","clustered","cited","KEEP","P3","overall_quality_score=2.2 -- strong across the rubric."
"https://waterbalancetools.com/academy/water-balance/understanding-lsi","academy-article","academy/water-balance","water_balance","calculation","728","ADEQUATE","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/academy/water-balance/understanding-ph","academy-article","academy/water-balance","water_balance","calculation","723","STRONG","LOW","pool_season_leaning","clustered","cited","KEEP","P3","overall_quality_score=2.2 -- strong across the rubric."
"https://waterbalancetools.com/academy/water-balance/understanding-total-alkalinity","academy-article","academy/water-balance","water_balance","calculation","708","STRONG","LOW","pool_season_leaning","clustered","cited","KEEP","P3","overall_quality_score=2.2 -- strong across the rubric."
"https://waterbalancetools.com/academy/water-balance/water-balance-order","academy-article","academy/water-balance","water_balance","calculation","719","STRONG","LOW","pool_season_leaning","clustered","cited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/all-pages","crawl-hub","root","root","informational","729","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/audit/google/authority-flow","internal-dashboard","audit/google","audit/google","informational","545","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/audit/google/crawl-depth","internal-dashboard","audit/google","audit/google","informational","3429","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/audit/google/freshness","internal-dashboard","audit/google","audit/google","informational","408","ADEQUATE","LOW","not_applicable","standalone","uncited","IMPROVE","P3","On-page SEO issues: META_DESCRIPTION_TOO_SHORT."
"https://waterbalancetools.com/audit/google/","internal-dashboard","audit/google","audit/google","informational","29","WEAK","LOW","not_applicable","standalone","uncited","IMPROVE","P2","word_count=29 -- thin content risk for AdSense/quality."
"https://waterbalancetools.com/audit/google/priority-report","internal-dashboard","audit/google","audit/google","informational","2234","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/audit/google/search-console-helper","internal-dashboard","audit/google","audit/google","informational","17","WEAK","LOW","not_applicable","standalone","uncited","IMPROVE","P2","word_count=17 -- thin content risk for AdSense/quality."
"https://waterbalancetools.com/audit/google/weak-pages","internal-dashboard","audit/google","audit/google","informational","834","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/chemical-calculator","calculator","calculators","calculator","calculation","913","STRONG","LOW","not_applicable","clustered","formula_based","KEEP","P3","overall_quality_score=2.7 -- strong across the rubric."
"https://waterbalancetools.com/calculators/hot-tub-chlorine-calculator","calculator","calculators","calculator","calculation","735","STRONG","MEDIUM","not_applicable","clustered","formula_based","DIFFERENTIATE","P3","overall_quality_score=2.5 -- strong across the rubric."
"https://waterbalancetools.com/calculators/hot-tub-ph-calculator","calculator","calculators","calculator","calculation","319","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/hot-tub-shock-calculator","calculator","calculators","calculator","calculation","362","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/","calculator-hub","calculators","calculator","informational","551","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/pool-alkalinity-calculator","calculator","calculators","calculator","calculation","338","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/pool-chlorine-calculator","calculator","calculators","calculator","calculation","493","STRONG","MEDIUM","not_applicable","clustered","formula_based","DIFFERENTIATE","P3","overall_quality_score=2.4 -- strong across the rubric."
"https://waterbalancetools.com/calculators/pool-cyanuric-acid-calculator","calculator","calculators","calculator","calculation","368","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/pool-ph-calculator","calculator","calculators","calculator","calculation","676","STRONG","LOW","not_applicable","clustered","formula_based","KEEP","P3","overall_quality_score=2.5 -- strong across the rubric."
"https://waterbalancetools.com/calculators/pool-shock-calculator","calculator","calculators","calculator","calculation","686","STRONG","LOW","not_applicable","clustered","formula_based","KEEP","P3","overall_quality_score=2.6 -- strong across the rubric."
"https://waterbalancetools.com/calculators/pool-turnover-rate-calculator","calculator","calculators","calculator","calculation","346","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/pool-volume-calculator","calculator","calculators","calculator","calculation","358","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/saltwater-pool-salt-calculator","calculator","calculators","calculator","calculation","360","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/spa-volume-calculator","calculator","calculators","calculator","calculation","332","ADEQUATE","LOW","not_applicable","clustered","formula_based","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/calculators/volume-calculator","calculator","calculators","calculator","calculation","340","ADEQUATE","LOW","not_applicable","clustered","formula_based","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG;CANONICAL_MISMATCH."
"https://waterbalancetools.com/charts/hot-tub-chemical-levels-chart","chart","charts","chart","informational","132","ADEQUATE","LOW","not_applicable","clustered","uncited","IMPROVE","P2","word_count=132 -- thin content risk for AdSense/quality."
"https://waterbalancetools.com/charts/","chart","charts","chart","informational","243","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/charts/pool-chemical-levels-chart","chart","charts","chart","informational","210","ADEQUATE","LOW","not_applicable","clustered","uncited","IMPROVE","P3","On-page SEO issues: CANONICAL_MISMATCH."
"https://waterbalancetools.com/charts/pool-water-balance-chart","chart","charts","chart","informational","163","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/comparisons/chlorine-vs-bromine-hot-tub","comparison","comparisons","comparison","informational","215","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/comparisons/chlorine-vs-bromine","comparison","comparisons","comparison","informational","658","STRONG","LOW","not_applicable","clustered","uncited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/comparisons/free-chlorine-vs-total-chlorine","comparison","comparisons","comparison","informational","709","STRONG","LOW","not_applicable","clustered","uncited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/comparisons/","comparison-hub","comparisons","comparison","informational","544","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/comparisons/liquid-chlorine-vs-tablets","comparison","comparisons","comparison","informational","726","STRONG","LOW","not_applicable","clustered","uncited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/comparisons/pool-shock-vs-chlorine","comparison","comparisons","comparison","informational","648","STRONG","LOW","not_applicable","clustered","uncited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/comparisons/salt-water-pool-vs-chlorine-pool","comparison","comparisons","comparison","informational","710","STRONG","LOW","not_applicable","clustered","uncited","IMPROVE","P3","On-page SEO issues: TITLE_TOO_LONG."
"https://waterbalancetools.com/comparisons/saltwater-pool-vs-chlorine","comparison","comparisons","comparison","informational","247","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/editorial/content-standards/","editorial-policy","editorial/content-standards","editorial/content-standards","informational","271","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/editorial/correction-policy/","editorial-policy","editorial/correction-policy","editorial/correction-policy","informational","262","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/editorial/editorial-policy/","editorial-policy","editorial/editorial-policy","editorial/editorial-policy","informational","373","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/editorial/","editorial-policy","editorial","editorial","informational","129","ADEQUATE","LOW","not_applicable","standalone","uncited","IMPROVE","P2","word_count=129 -- thin content risk for AdSense/quality."
"https://waterbalancetools.com/editorial/review-process/","editorial-policy","editorial/review-process","editorial/review-process","informational","286","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/editorial/update-policy/","editorial-policy","editorial/update-policy","editorial/update-policy","informational","256","ADEQUATE","LOW","not_applicable","standalone","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/algae","entity","entities","entity","informational","278","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/alkalinity","entity","entities","entity","informational","384","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/automatic-chlorinator","entity","entities","entity","informational","234","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/backwashing","entity","entities","entity","informational","292","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/baking-soda","entity","entities","entity","informational","237","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/balancing","entity","entities","entity","informational","337","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/biguanide","entity","entities","entity","informational","180","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/breakpoint-chlorination","entity","entities","entity","informational","283","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/bromine","entity","entities","entity","informational","262","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/calcium-chloride","entity","entities","entity","informational","215","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/calcium-hardness","entity","entities","entity","informational","409","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P2","repetition_score=0: page shares several exact boilerplate paragraph/FAQ/table blocks with sibling pages despite otherwise original prose (originality_score=3) -- see programmatic-duplication.csv for family ""entities""."
"https://waterbalancetools.com/entities/calcium-hypochlorite","entity","entities","entity","informational","267","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/cartridge-filter","entity","entities","entity","informational","239","WEAK","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/cdc","entity","entities","entity","informational","139","ADEQUATE","LOW","not_applicable","clustered","uncited","IMPROVE","P2","word_count=139 -- thin content risk for AdSense/quality."
"https://waterbalancetools.com/entities/chemical-feeder","entity","entities","entity","informational","170","WEAK","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/chemical-log","entity","entities","entity","informational","180","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/closing-checklist","entity","entities","entity","informational","142","ADEQUATE","LOW","not_applicable","clustered","uncited","IMPROVE","P2","word_count=142 -- thin content risk for AdSense/quality."
"https://waterbalancetools.com/entities/cloudy-water","entity","entities","entity","informational","294","WEAK","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P2","repetition_score=0: page shares several exact boilerplate paragraph/FAQ/table blocks with sibling pages despite otherwise original prose (originality_score=3) -- see programmatic-duplication.csv for family ""entities""."
"https://waterbalancetools.com/entities/combined-chlorine","entity","entities","entity","informational","336","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/commercial-pool","entity","entities","entity","informational","259","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/concrete-pool","entity","entities","entity","informational","237","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/copper","entity","entities","entity","informational","197","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/corrosion","entity","entities","entity","informational","333","ADEQUATE","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/cover","entity","entities","entity","informational","225","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/cyanuric-acid","entity","entities","entity","informational","331","ADEQUATE","LOW","not_applicable","clustered","uncited","KEEP","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/de-filter","entity","entities","entity","informational","270","WEAK","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
"https://waterbalancetools.com/entities/emergency-reference","entity","entities","entity","informational","192","WEAK","MEDIUM","not_applicable","clustered","uncited","DIFFERENTIATE","P3","No P0/P1/P2 signal triggered by this audit pass."
