file_path,title_length_before,title_before,title_length_after,title_after,status,reason
"comparisons/salt-water-pool-vs-chlorine-pool.html","69","Salt Water Pool vs Chlorine Pool: Full Comparison | WaterBalanceTools","69","Salt Water Pool vs Chlorine Pool: Full Comparison | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"formulas/alkalinity-formula.html","73","Total Alkalinity Adjustment Formula | Formula Library | WaterBalanceTools","73","Total Alkalinity Adjustment Formula | Formula Library | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"formulas/cya-formula.html","70","CYA (Cyanuric Acid) Dose Formula | Formula Library | WaterBalanceTools","70","CYA (Cyanuric Acid) Dose Formula | Formula Library | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"formulas/liquid-chlorine-formula.html","66","Liquid Chlorine Dose Formula | Formula Library | WaterBalanceTools","66","Liquid Chlorine Dose Formula | Formula Library | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"formulas/lsi-formula.html","78","Langelier Saturation Index (LSI) Formula | Formula Library | WaterBalanceTools","78","Langelier Saturation Index (LSI) Formula | Formula Library | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/advanced/chlorine-breakdown-sunlight.html","73","Chlorine Breakdown in Sunlight (UV, CYA &amp; Dosing) | WaterBalanceTools","73","Chlorine Breakdown in Sunlight (UV, CYA &amp; Dosing) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/advanced/chlorine-vs-saltwater.html","79","Chlorine vs Saltwater Pools (How Sanitizing Actually Works) | WaterBalanceTools","79","Chlorine vs Saltwater Pools (How Sanitizing Actually Works) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/advanced/cya-stabilizer-explained.html","77","CYA Stabilizer Explained (Chlorine Protection vs Lock-In) | WaterBalanceTools","77","CYA Stabilizer Explained (Chlorine Protection vs Lock-In) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/advanced/pool-chemistry-balance-explained.html","86","Pool Chemistry Balance Explained (pH, TA, Calcium &amp; Sanitizer) | WaterBalanceTools","86","Pool Chemistry Balance Explained (pH, TA, Calcium &amp; Sanitizer) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/chlorine/why-pool-wont-hold-chlorine.html","66","Why Pool Won't Hold Chlorine: Causes and Fixes | WaterBalanceTools","66","Why Pool Won't Hold Chlorine: Causes and Fixes | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/edge-cases/high-cya-chlorine-lock.html","78","High CYA Chlorine Lock (Why FC Reads Fine But Water Fails) | WaterBalanceTools","78","High CYA Chlorine Lock (Why FC Reads Fine But Water Fails) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/edge-cases/over-shocking-pool-effects.html","66","Over-Shocking a Pool: Effects &amp; What to Do | WaterBalanceTools","66","Over-Shocking a Pool: Effects &amp; What to Do | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/edge-cases/pool-temperature-effect-chlorine.html","85","Pool Temperature Effect on Chlorine (Warmer Water, Faster Demand) | WaterBalanceTools","85","Pool Temperature Effect on Chlorine (Warmer Water, Faster Demand) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/edge-cases/rain-effect-on-pool-chemistry.html","82","Does Rain Affect Pool Chemistry? (Dilution, pH &amp; Chlorine) | WaterBalanceTools","82","Does Rain Affect Pool Chemistry? (Dilution, pH &amp; Chlorine) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/edge-cases/swimming-after-shocking-pool.html","82","How Long After Shocking a Pool Can You Swim? (Safe Wait Times) | WaterBalanceTools","82","How Long After Shocking a Pool Can You Swim? (Safe Wait Times) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/seasonal/closing-pool-chemistry-winter.html","86","Closing Pool Chemistry for Winter (Balance, Shock &amp; Winterize) | WaterBalanceTools","86","Closing Pool Chemistry for Winter (Balance, Shock &amp; Winterize) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/seasonal/opening-pool-chemistry-checklist.html","79","Opening Pool Chemistry Checklist (Start-Up Chemicals Order) | WaterBalanceTools","79","Opening Pool Chemistry Checklist (Start-Up Chemicals Order) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/seasonal/summer-high-chlorine-demand.html","70","Summer High Chlorine Demand (Heat, Sun &amp; Load) | WaterBalanceTools","70","Summer High Chlorine Demand (Heat, Sun &amp; Load) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"guides/seasonal/winter-pool-maintenance-chemistry.html","80","Winter Pool Maintenance Chemistry (Mild &amp; Cold Climates) | WaterBalanceTools","80","Winter Pool Maintenance Chemistry (Mild &amp; Cold Climates) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"hot-tub-chemical-levels-chart.html","66","Hot Tub Chemical Levels Chart (All Parameters) | WaterBalanceTools","66","Hot Tub Chemical Levels Chart (All Parameters) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"pool-chemical-levels-chart.html","74","Pool Chemical Levels Chart (Ideal Ranges + Next Steps) | WaterBalanceTools","74","Pool Chemical Levels Chart (Ideal Ranges + Next Steps) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"pool-chemistry-system.html","75","Pool Chemistry System: How All Parameters Work Together | WaterBalanceTools","75","Pool Chemistry System: How All Parameters Work Together | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"pool-chlorine-levels-chart.html","72","Pool Chlorine Levels Chart (1–3 ppm + Shock Targets) | WaterBalanceTools","72","Pool Chlorine Levels Chart (1–3 ppm + Shock Targets) | WaterBalanceTools","UNCHANGED","Not part of the redundant programmatic-suffix pattern; would require individual, page-specific title rewording rather than a systemic fix -- left for a future dedicated metadata pass."
"programmatic/behavior/how-often-to-shock-pool.html","89","How Often to Shock a Pool (Weekly Guide) | Pool Water Chemistry Guide | WaterBalanceTools","60","How Often to Shock a Pool (Weekly Guide) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/behavior/how-often-to-test-pool-water.html","95","How Often to Test Pool Water (Simple Schedule) | Pool Water Chemistry Guide | WaterBalanceTools","66","How Often to Test Pool Water (Simple Schedule) | WaterBalanceTools","IMPROVED_STILL_OVER","Same redundant-suffix fix applied; the underlying config-level title text is itself long enough that removing the suffix alone leaves it 1 char over 65 -- not hand-edited further to avoid a piecemeal per-title cosmetic rewrite."
"programmatic/behavior/when-to-add-chlorine.html","91","When to Add Chlorine to a Pool (Best Time) | Pool Water Chemistry Guide | WaterBalanceTools","62","When to Add Chlorine to a Pool (Best Time) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html","101","How Much Chlorine for 10000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","59","How Much Chlorine for 10000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html","101","How Much Chlorine for 12000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","59","How Much Chlorine for 12000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-15000-gallon-pool.html","101","How Much Chlorine for 15000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","59","How Much Chlorine for 15000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-18000-gallon-pool.html","101","How Much Chlorine for 18000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","59","How Much Chlorine for 18000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-20000-gallon-pool.html","101","How Much Chlorine for 20000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","59","How Much Chlorine for 20000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-25000-gallon-pool.html","101","How Much Chlorine for 25000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","59","How Much Chlorine for 25000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-30000-gallon-pool.html","101","How Much Chlorine for 30000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","59","How Much Chlorine for 30000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-5000-gallon-pool.html","100","How Much Chlorine for 5000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","58","How Much Chlorine for 5000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-7000-gallon-pool.html","100","How Much Chlorine for 7000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","58","How Much Chlorine for 7000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-8000-gallon-pool.html","100","How Much Chlorine for 8000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","58","How Much Chlorine for 8000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/chlorine/how-much-chlorine-for-9000-gallon-pool.html","100","How Much Chlorine for 9000 Gallon Pool (Exact Dose) | Pool Water Chemistry Guide | WaterBalanceTools","58","How Much Chlorine for 9000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/explanations/what-is-pool-alkalinity.html","87","What Is Total Alkalinity (Pool Basics) | Pool Water Chemistry Guide | WaterBalanceTools","58","What Is Total Alkalinity (Pool Basics) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/explanations/why-ph-affects-chlorine.html","87","Why pH Affects Chlorine (Pool Science) | Pool Water Chemistry Guide | WaterBalanceTools","58","Why pH Affects Chlorine (Pool Science) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/explanations/why-shower-before-pool.html","92","Why Shower Before Swimming (Pool Chemistry) | Pool Water Chemistry Guide | WaterBalanceTools","63","Why Shower Before Swimming (Pool Chemistry) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/hot-tubs/hot-tub-chemicals-for-200-gallons.html","97","Hot Tub Chemicals for 200 Gallons (Dosing Guide) | Pool Water Chemistry Guide | WaterBalanceTools","53","Hot Tub Chemicals for 200 Gallons | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/hot-tubs/hot-tub-chemicals-for-300-gallons.html","97","Hot Tub Chemicals for 300 Gallons (Dosing Guide) | Pool Water Chemistry Guide | WaterBalanceTools","53","Hot Tub Chemicals for 300 Gallons | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/hot-tubs/hot-tub-chemicals-for-400-gallons.html","97","Hot Tub Chemicals for 400 Gallons (Dosing Guide) | Pool Water Chemistry Guide | WaterBalanceTools","53","Hot Tub Chemicals for 400 Gallons | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/hot-tubs/hot-tub-chemicals-for-500-gallons.html","97","Hot Tub Chemicals for 500 Gallons (Dosing Guide) | Pool Water Chemistry Guide | WaterBalanceTools","53","Hot Tub Chemicals for 500 Gallons | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/hot-tubs/hot-tub-chemicals-for-600-gallons.html","97","Hot Tub Chemicals for 600 Gallons (Dosing Guide) | Pool Water Chemistry Guide | WaterBalanceTools","53","Hot Tub Chemicals for 600 Gallons | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/ph/how-to-adjust-ph-from-6-8-to-7-2.html","99","How to Adjust Pool pH from 6.8 to 7.2 (Safe Steps) | Pool Water Chemistry Guide | WaterBalanceTools","57","How to Adjust Pool pH from 6.8 to 7.2 | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/ph/how-to-adjust-ph-from-7-8-to-7-4.html","99","How to Adjust Pool pH from 7.8 to 7.4 (Safe Steps) | Pool Water Chemistry Guide | WaterBalanceTools","57","How to Adjust Pool pH from 7.8 to 7.4 | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/ph/how-to-adjust-ph-from-7-to-7-4.html","97","How to Adjust Pool pH from 7 to 7.4 (Safe Steps) | Pool Water Chemistry Guide | WaterBalanceTools","55","How to Adjust Pool pH from 7 to 7.4 | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/ph/how-to-adjust-ph-from-8-to-7-5.html","97","How to Adjust Pool pH from 8 to 7.5 (Safe Steps) | Pool Water Chemistry Guide | WaterBalanceTools","55","How to Adjust Pool pH from 8 to 7.5 | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/problems/cloudy-pool-fix.html","83","Cloudy Pool Fix (Clear Water Fast) | Pool Water Chemistry Guide | WaterBalanceTools","54","Cloudy Pool Fix (Clear Water Fast) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/problems/green-pool-how-much-chlorine.html","87","Fix a Green Pool Fast (Chlorine Guide) | Pool Water Chemistry Guide | WaterBalanceTools","58","Fix a Green Pool Fast (Chlorine Guide) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/problems/high-chlorine-how-to-lower.html","94","How to Lower High Chlorine Fast (Safe Method) | Pool Water Chemistry Guide | WaterBalanceTools","65","How to Lower High Chlorine Fast (Safe Method) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/problems/low-alkalinity-symptoms.html","88","Low Alkalinity Symptoms (Fix TA Safely) | Pool Water Chemistry Guide | WaterBalanceTools","59","Low Alkalinity Symptoms (Fix TA Safely) | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/shock/how-much-shock-for-10000-gallon-pool.html","100","How Much Shock for 10000 Gallon Pool (Exact Ounces) | Pool Water Chemistry Guide | WaterBalanceTools","56","How Much Shock for 10000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/shock/how-much-shock-for-15000-gallon-pool.html","100","How Much Shock for 15000 Gallon Pool (Exact Ounces) | Pool Water Chemistry Guide | WaterBalanceTools","56","How Much Shock for 15000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/shock/how-much-shock-for-20000-gallon-pool.html","100","How Much Shock for 20000 Gallon Pool (Exact Ounces) | Pool Water Chemistry Guide | WaterBalanceTools","56","How Much Shock for 20000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/shock/how-much-shock-for-25000-gallon-pool.html","100","How Much Shock for 25000 Gallon Pool (Exact Ounces) | Pool Water Chemistry Guide | WaterBalanceTools","56","How Much Shock for 25000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
"programmatic/shock/how-much-shock-for-30000-gallon-pool.html","100","How Much Shock for 30000 Gallon Pool (Exact Ounces) | Pool Water Chemistry Guide | WaterBalanceTools","56","How Much Shock for 30000 Gallon Pool | WaterBalanceTools","FIXED","Removed redundant double brand/category suffix (PROGRAMMATIC_TITLE_SUFFIX stacked with the automatic "" | WaterBalanceTools"" brand suffix) -- pure redundancy removal, no information lost."
