url,file_path,cluster,originality_score,originality_evidence,usefulness_score,usefulness_evidence,completeness_score,completeness_evidence,specificity_score,specificity_evidence,accuracy_risk_score,accuracy_risk_evidence,repetition_score,repetition_evidence,search_intent_match_score,search_intent_match_evidence,user_task_completion_score,user_task_completion_evidence,aeo_answer_quality_score,aeo_answer_quality_evidence,trust_signals_score,trust_signals_evidence,overall_quality_score
https://waterbalancetools.com/academy/fundamentals/how-water-balance-works,academy/fundamentals/how-water-balance-works.html,academy/fundamentals,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=659; task-support signals=[calculator/form present].,3,"word_count=659, heading_count=12.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=143 chars, h1_count=1.",2,word_count=659; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2
https://waterbalancetools.com/academy/fundamentals/,academy/fundamentals/index.html,academy/fundamentals,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=258; task-support signals=[none].,2,"word_count=258, heading_count=3.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,3,Page participates in 0 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=67 chars, h1_count=1.",1,word_count=258; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.8
https://waterbalancetools.com/academy/fundamentals/indoor-pool-chemistry,academy/fundamentals/indoor-pool-chemistry.html,academy/fundamentals,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=964; task-support signals=[calculator/form present].,3,"word_count=964, heading_count=12.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=149 chars, h1_count=1.",2,word_count=964; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2
https://waterbalancetools.com/academy/fundamentals/pool-vs-hot-tub-chemistry,academy/fundamentals/pool-vs-hot-tub-chemistry.html,academy/fundamentals,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=687; task-support signals=[calculator/form present].,3,"word_count=687, heading_count=12.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=145 chars, h1_count=1.",2,word_count=687; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/fundamentals/the-four-core-water-tests,academy/fundamentals/the-four-core-water-tests.html,academy/fundamentals,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=673; task-support signals=[calculator/form present].,3,"word_count=673, heading_count=12.",3,6 sentence(s) with numeric ranges/units detected on page.,2,6 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=121 chars, h1_count=1.",2,word_count=673; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/fundamentals/understanding-pool-water-chemistry,academy/fundamentals/understanding-pool-water-chemistry.html,academy/fundamentals,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=689; task-support signals=[calculator/form present].,3,"word_count=689, heading_count=12.",3,7 sentence(s) with numeric ranges/units detected on page.,2,7 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=105 chars, h1_count=1.",2,word_count=689; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/fundamentals/why-water-testing-matters,academy/fundamentals/why-water-testing-matters.html,academy/fundamentals,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=646; task-support signals=[calculator/form present].,3,"word_count=646, heading_count=12.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=128 chars, h1_count=1.",2,word_count=646; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/hot-tubs/daily-spa-maintenance,academy/hot-tubs/daily-spa-maintenance.html,academy/hot-tubs,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=672; task-support signals=[calculator/form present].,3,"word_count=672, heading_count=12.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=129 chars, h1_count=1.",2,word_count=672; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/hot-tubs/,academy/hot-tubs/index.html,academy/hot-tubs,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=231; task-support signals=[none].,2,"word_count=231, heading_count=3.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=57 chars, h1_count=1.",1,word_count=231; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/academy/hot-tubs/monthly-spa-maintenance,academy/hot-tubs/monthly-spa-maintenance.html,academy/hot-tubs,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=694; task-support signals=[calculator/form present].,3,"word_count=694, heading_count=12.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,3,Page participates in 0 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=150 chars, h1_count=1.",2,word_count=694; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/hot-tubs/refilling-your-hot-tub,academy/hot-tubs/refilling-your-hot-tub.html,academy/hot-tubs,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=790; task-support signals=[calculator/form present].,3,"word_count=790, heading_count=12.",3,4 sentence(s) with numeric ranges/units detected on page.,2,4 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=128 chars, h1_count=1.",2,word_count=790; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/hot-tubs/shock-after-heavy-use,academy/hot-tubs/shock-after-heavy-use.html,academy/hot-tubs,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=740; task-support signals=[calculator/form present].,3,"word_count=740, heading_count=12.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,3,Page participates in 0 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=148 chars, h1_count=1.",2,word_count=740; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/hot-tubs/weekly-spa-maintenance,academy/hot-tubs/weekly-spa-maintenance.html,academy/hot-tubs,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=698; task-support signals=[calculator/form present].,3,"word_count=698, heading_count=12.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=121 chars, h1_count=1.",2,word_count=698; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/hot-tubs/winter-spa-care,academy/hot-tubs/winter-spa-care.html,academy/hot-tubs,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=790; task-support signals=[calculator/form present].,3,"word_count=790, heading_count=12.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=145 chars, h1_count=1.",2,word_count=790; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.2
https://waterbalancetools.com/academy/,academy/index.html,academy,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=156; task-support signals=[none].,1,"word_count=156, heading_count=4.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,3,Page participates in 0 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=123 chars, h1_count=1.",1,word_count=156; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/academy/sanitizers/breakpoint-chlorination,academy/sanitizers/breakpoint-chlorination.html,academy/sanitizers,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=723; task-support signals=[calculator/form present].,3,"word_count=723, heading_count=13.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=134 chars, h1_count=1.",2,word_count=723; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/sanitizers/bromine-vs-chlorine,academy/sanitizers/bromine-vs-chlorine.html,academy/sanitizers,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=705; task-support signals=[calculator/form present].,3,"word_count=705, heading_count=12.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=139 chars, h1_count=1.",2,word_count=705; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/sanitizers/combined-chlorine-explained,academy/sanitizers/combined-chlorine-explained.html,academy/sanitizers,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=653; task-support signals=[calculator/form present].,3,"word_count=653, heading_count=12.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=160 chars, h1_count=1.",2,word_count=653; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2
https://waterbalancetools.com/academy/sanitizers/,academy/sanitizers/index.html,academy/sanitizers,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=230; task-support signals=[none].,2,"word_count=230, heading_count=3.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=62 chars, h1_count=1.",1,word_count=230; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/academy/sanitizers/liquid-chlorine-vs-tablets,academy/sanitizers/liquid-chlorine-vs-tablets.html,academy/sanitizers,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=698; task-support signals=[calculator/form present].,3,"word_count=698, heading_count=12.",3,6 sentence(s) with numeric ranges/units detected on page.,2,6 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 4 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=125 chars, h1_count=1.",2,word_count=698; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/sanitizers/shock-treatments-explained,academy/sanitizers/shock-treatments-explained.html,academy/sanitizers,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=671; task-support signals=[calculator/form present].,3,"word_count=671, heading_count=12.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=106 chars, h1_count=1.",2,word_count=671; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/sanitizers/understanding-free-chlorine,academy/sanitizers/understanding-free-chlorine.html,academy/sanitizers,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=681; task-support signals=[calculator/form present].,3,"word_count=681, heading_count=12.",3,3 sentence(s) with numeric ranges/units detected on page.,2,3 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=137 chars, h1_count=1.",2,word_count=681; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/testing/common-testing-mistakes,academy/testing/common-testing-mistakes.html,academy/testing,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=677; task-support signals=[calculator/form present].,3,"word_count=677, heading_count=12.",2,2 sentence(s) with numeric ranges/units detected on page.,2,2 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=143 chars, h1_count=1.",2,word_count=677; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/testing/digital-pool-testers,academy/testing/digital-pool-testers.html,academy/testing,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=634; task-support signals=[calculator/form present].,3,"word_count=634, heading_count=12.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=152 chars, h1_count=1.",2,word_count=634; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",1.9
https://waterbalancetools.com/academy/testing/how-often-to-test-water,academy/testing/how-often-to-test-water.html,academy/testing,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=639; task-support signals=[calculator/form present].,3,"word_count=639, heading_count=12.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 1 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=140 chars, h1_count=1.",2,word_count=639; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/testing/,academy/testing/index.html,academy/testing,3,Page has no sibling pages in its cluster family for comparison.,1,word_count=216; task-support signals=[none].,2,"word_count=216, heading_count=3.",0,0 sentence(s) with numeric ranges/units detected on page.,3,No chemistry claims with numeric ranges detected on this page.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=56 chars, h1_count=1.",1,word_count=216; task-support signals=[none].,1,single clear H1 with sufficient body text,1,last-updated date present; no named author or reviewer anywhere on page (sitewide pattern),1.7
https://waterbalancetools.com/academy/testing/understanding-test-results,academy/testing/understanding-test-results.html,academy/testing,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=723; task-support signals=[calculator/form present].,3,"word_count=723, heading_count=12.",3,6 sentence(s) with numeric ranges/units detected on page.,2,6 chemistry claim(s) detected; external sources exist sitewide.,3,Page participates in 0 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=143 chars, h1_count=1.",2,word_count=723; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.3
https://waterbalancetools.com/academy/testing/using-liquid-test-kits,academy/testing/using-liquid-test-kits.html,academy/testing,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=669; task-support signals=[calculator/form present].,3,"word_count=669, heading_count=12.",3,4 sentence(s) with numeric ranges/units detected on page.,2,4 chemistry claim(s) detected; external sources exist sitewide.,1,Page participates in 3 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=130 chars, h1_count=1.",2,word_count=669; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
https://waterbalancetools.com/academy/testing/using-test-strips,academy/testing/using-test-strips.html,academy/testing,3,Page has no sibling pages in its cluster family for comparison.,2,word_count=663; task-support signals=[calculator/form present].,3,"word_count=663, heading_count=12.",2,1 sentence(s) with numeric ranges/units detected on page.,2,1 chemistry claim(s) detected; external sources exist sitewide.,2,Page participates in 2 exact repeated paragraph/heading/FAQ block(s) shared with sibling pages.,3,"meta_description length=127 chars, h1_count=1.",2,word_count=663; task-support signals=[calculator/form present].,1,single clear H1 with sufficient body text,1,"last-updated date present; has ""knowledge-sources""/""sources"" block (site-wide check: contains no external citations, only a review date -- see source-audit.csv); no named author or reviewer anywhere on page (sitewide pattern)",2.1
