url,page_type,entity_or_term,current_word_count,current_sections,primary_intent,search_answer_present,definition_present,context_present,chemistry_claims_present,source_present,related_tools_present,internal_links,schema_types,thinness_reason,priority,recommended_action
"https://waterbalancetools.com/entities/gallons","entity","Gallons","209","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Gallons","yes","yes","yes","no","no","yes","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/liters","entity","Liters","160","definition;relationships;calculators;formulas;reference;related-entities","what is Liters","yes","yes","yes","yes","no","yes","3","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/ppm","entity","Parts Per Million","233","definition;relationships;academy;glossary;reference;related-entities","what is Parts Per Million","yes","yes","yes","yes","no","no","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/flow-rate","entity","Flow Rate","290","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Flow Rate","yes","yes","yes","no","yes","yes","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/turnover-time","entity","Turnover Time","285","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Turnover Time","yes","yes","yes","yes","yes","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/pump","entity","Pool Pump","339","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Pool Pump","yes","yes","yes","no","yes","yes","9","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/sand-filter","entity","Sand Filter","275","definition;relationships;academy;glossary;reference;resources;related-entities","what is Sand Filter","yes","yes","yes","no","yes","no","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/cartridge-filter","entity","Cartridge Filter","239","definition;relationships;academy;glossary;reference;resources;related-entities","what is Cartridge Filter","yes","yes","yes","no","yes","no","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/de-filter","entity","DE Filter","270","definition;relationships;academy;glossary;reference;resources;related-entities","what is DE Filter","yes","yes","yes","no","yes","no","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/skimmer","entity","Skimmer","184","definition;relationships;academy;glossary;resources;related-entities","what is Skimmer","yes","yes","yes","no","yes","no","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/heater","entity","Pool Heater","217","definition;relationships;academy;reference;related-entities","what is Pool Heater","yes","yes","yes","yes","no","no","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/salt-chlorinator","entity","Salt Chlorinator","308","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Salt Chlorinator","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/automatic-chlorinator","entity","Automatic Chlorinator","234","definition;relationships;calculators;academy;formulas;glossary;related-entities","what is Automatic Chlorinator","yes","yes","yes","yes","yes","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/chemical-feeder","entity","Chemical Feeder","170","definition;relationships;academy;related-entities","what is Chemical Feeder","yes","yes","yes","yes","no","no","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/cover","entity","Pool Cover","225","definition;relationships;academy;resources;related-entities","what is Pool Cover","yes","yes","yes","yes","yes","no","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/shock-treatment","entity","Shock Treatment","379","definition;relationships;calculators;academy;formulas;glossary;reference;resources;charts;related-entities","what is Shock Treatment","yes","yes","yes","yes","yes","yes","14","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/breakpoint-chlorination","entity","Breakpoint Chlorination","283","definition;relationships;calculators;academy;formulas;glossary;reference;resources;related-entities","what is Breakpoint Chlorination","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/backwashing","entity","Backwashing","292","definition;relationships;academy;glossary;reference;resources;related-entities","what is Backwashing","yes","yes","yes","no","yes","no","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/winterization","entity","Winterization","247","definition;relationships;academy;glossary;resources;related-entities","what is Winterization","yes","yes","yes","no","yes","no","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/pool-opening","entity","Pool Opening","230","definition;relationships;calculators;glossary;reference;resources;related-entities","what is Pool Opening","yes","yes","yes","no","yes","yes","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/water-replacement","entity","Water Replacement","266","definition;relationships;calculators;academy;glossary;reference;related-entities","what is Water Replacement","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/filtration","entity","Filtration","350","definition;relationships;calculators;academy;formulas;glossary;reference;resources;related-entities","what is Filtration","yes","yes","yes","yes","yes","yes","10","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/testing","entity","Water Testing","336","definition;relationships;academy;glossary;reference;resources;related-entities","what is Water Testing","yes","yes","yes","yes","yes","no","12","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/sanitizing","entity","Sanitizing","313","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Sanitizing","yes","yes","yes","yes","yes","yes","12","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/oxidation","entity","Oxidation","207","definition;relationships;calculators;academy;glossary;related-entities","what is Oxidation","yes","yes","yes","yes","yes","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/balancing","entity","Water Balancing","337","definition;relationships;calculators;academy;formulas;glossary;reference;resources;charts;related-entities","what is Water Balancing","yes","yes","yes","yes","yes","yes","10","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/maintenance-checklist","entity","Pool Maintenance Checklist","196","definition;relationships;calculators;academy;reference;resources;related-entities","what is Pool Maintenance Checklist","yes","yes","yes","no","yes","yes","7","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P3","KEEP"
"https://waterbalancetools.com/entities/maintenance-log","entity","Hot Tub Maintenance Log","174","definition;relationships;calculators;academy;reference;resources;related-entities","what is Hot Tub Maintenance Log","yes","yes","yes","no","no","yes","7","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P3","KEEP"
"https://waterbalancetools.com/entities/chemical-log","entity","Pool Chemical Log Sheet","180","definition;relationships;academy;glossary;resources;related-entities","what is Pool Chemical Log Sheet","yes","yes","yes","no","no","no","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/vacation-rental-checklist","entity","Airbnb Pool Turnover Checklist","231","definition;relationships;calculators;academy;reference;resources;related-entities","what is Airbnb Pool Turnover Checklist","yes","yes","yes","no","no","yes","10","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/water-test-sheet","entity","Water Test Log","182","definition;relationships;academy;reference;resources;related-entities","what is Water Test Log","yes","yes","yes","yes","no","no","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/opening-checklist","entity","Pool Opening Checklist","153","definition;relationships;calculators;resources;related-entities","what is Pool Opening Checklist","yes","yes","yes","no","no","yes","4","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P3","KEEP"
"https://waterbalancetools.com/entities/closing-checklist","entity","Pool Closing Checklist","142","definition;relationships;academy;resources;related-entities","what is Pool Closing Checklist","yes","yes","yes","no","no","no","4","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/emergency-reference","entity","Emergency Recovery Reference","192","definition;relationships;calculators;academy;formulas;reference;related-entities","what is Emergency Recovery Reference","yes","yes","yes","yes","no","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/cloudy-water","entity","Cloudy Water","294","definition;relationships;calculators;academy;glossary;resources;charts;related-entities","what is Cloudy Water","yes","yes","yes","yes","yes","yes","11","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P3","KEEP"
"https://waterbalancetools.com/entities/green-water","entity","Green Water","283","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Green Water","yes","yes","yes","yes","yes","yes","10","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/foaming","entity","Foaming","207","definition;relationships;academy;related-entities","what is Foaming","yes","yes","yes","no","no","no","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/scaling","entity","Scaling","314","definition;relationships;calculators;academy;formulas;glossary;reference;charts;related-entities","what is Scaling","yes","yes","yes","yes","yes","yes","9","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/corrosion","entity","Corrosion","333","definition;relationships;calculators;academy;formulas;glossary;reference;charts;related-entities","what is Corrosion","yes","yes","yes","yes","yes","yes","10","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/algae","entity","Algae","278","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Algae","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/strong-chlorine-smell","entity","Strong Chlorine Smell","258","definition;relationships;calculators;academy;formulas;glossary;related-entities","what is Strong Chlorine Smell","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/eye-irritation","entity","Eye Irritation","211","definition;relationships;calculators;academy;glossary;related-entities","what is Eye Irritation","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/skin-irritation","entity","Skin Irritation","225","definition;relationships;calculators;academy;glossary;related-entities","what is Skin Irritation","yes","yes","yes","yes","yes","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/low-chlorine","entity","Low Chlorine","288","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Low Chlorine","yes","yes","yes","yes","yes","yes","10","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/high-chlorine","entity","High Chlorine","205","definition;relationships;academy;glossary;related-entities","what is High Chlorine","yes","yes","yes","yes","yes","no","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/low-ph","entity","Low pH","269","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Low pH","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/high-ph","entity","High pH","303","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is High pH","yes","yes","yes","yes","yes","yes","9","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/swimming-pool","entity","Swimming Pool","331","definition;relationships;calculators;academy;formulas;reference;resources;charts;related-entities","what is Swimming Pool","yes","yes","yes","no","yes","yes","13","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/saltwater-pool","entity","Saltwater Pool","306","definition;relationships;calculators;academy;formulas;glossary;reference;resources;charts;related-entities","what is Saltwater Pool","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/indoor-pool","entity","Indoor Pool","199","definition;relationships;calculators;academy;reference;related-entities","what is Indoor Pool","yes","yes","yes","yes","yes","yes","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/outdoor-pool","entity","Outdoor Pool","225","definition;relationships;calculators;academy;formulas;glossary;reference;resources;related-entities","what is Outdoor Pool","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/hot-tub","entity","Hot Tub","370","definition;relationships;calculators;academy;reference;resources;charts;related-entities","what is Hot Tub","yes","yes","yes","yes","yes","yes","17","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/swim-spa","entity","Swim Spa","228","definition;relationships;calculators;academy;reference;resources;charts;related-entities","what is Swim Spa","yes","yes","yes","no","yes","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/commercial-pool","entity","Commercial Pool","259","definition;relationships;calculators;academy;formulas;reference;resources;related-entities","what is Commercial Pool","yes","yes","yes","yes","yes","yes","9","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/vinyl-pool","entity","Vinyl Pool","198","definition;relationships;calculators;academy;reference;related-entities","what is Vinyl Pool","yes","yes","yes","yes","yes","yes","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/fiberglass-pool","entity","Fiberglass Pool","193","definition;relationships;calculators;academy;reference;related-entities","what is Fiberglass Pool","yes","yes","yes","yes","yes","yes","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/concrete-pool","entity","Concrete Pool","237","definition;relationships;calculators;academy;reference;related-entities","what is Concrete Pool","yes","yes","yes","yes","yes","yes","9","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/liquid-chlorine","entity","Liquid Chlorine","236","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Liquid Chlorine","yes","yes","yes","yes","yes","yes","8","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/calcium-hypochlorite","entity","Calcium Hypochlorite","267","definition;relationships;calculators;academy;formulas;glossary;reference;resources;related-entities","what is Calcium Hypochlorite","yes","yes","yes","yes","yes","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/sodium-dichlor","entity","Dichlor","218","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Dichlor","yes","yes","yes","yes","yes","yes","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/trichlor-tablets","entity","Trichlor Tablets","241","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Trichlor Tablets","yes","yes","yes","yes","yes","yes","7","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/muriatic-acid","entity","Muriatic Acid","302","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Muriatic Acid","yes","yes","yes","yes","yes","yes","10","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/soda-ash","entity","Soda Ash","226","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Soda Ash","yes","yes","yes","yes","yes","yes","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/baking-soda","entity","Baking Soda","237","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Baking Soda","yes","yes","yes","yes","yes","yes","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/calcium-chloride","entity","Calcium Chloride","215","definition;relationships;calculators;academy;glossary;reference;related-entities","what is Calcium Chloride","yes","yes","yes","yes","yes","yes","6","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/stabilizer","entity","Stabilizer / CYA Granules","218","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Stabilizer / CYA Granules","yes","yes","yes","yes","yes","yes","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/pool-salt","entity","Pool Salt","200","definition;relationships;calculators;academy;formulas;glossary;reference;related-entities","what is Pool Salt","yes","yes","yes","yes","yes","yes","5","","longDescription present and rendered; satisfies its query.","P3","KEEP"
"https://waterbalancetools.com/entities/cdc","entity","CDC","139","definition;relationships;related-entities","what is CDC","yes","yes","yes","no","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/epa","entity","EPA","128","definition;relationships;related-entities","what is EPA","yes","yes","yes","yes","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/phta","entity","PHTA","204","definition;relationships;related-entities","what is PHTA","yes","yes","yes","yes","no","no","3","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P3","KEEP"
"https://waterbalancetools.com/entities/nsf","entity","NSF International","120","definition;relationships;related-entities","what is NSF International","yes","yes","yes","no","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/taylor-technologies","entity","Taylor Technologies","174","definition;relationships;related-entities","what is Taylor Technologies","yes","yes","yes","no","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P3","KEEP"
"https://waterbalancetools.com/entities/lamotte","entity","LaMotte","125","definition;relationships;related-entities","what is LaMotte","yes","yes","yes","yes","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-ppm","entity","ppm","139","definition;relationships;glossary;related-entities","what is ppm","yes","yes","yes","yes","no","no","4","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-mg-l","entity","mg/L","117","definition;relationships;reference;related-entities","what is mg/L","yes","yes","yes","yes","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-gallons","entity","US Gallons","129","definition;relationships;calculators;formulas;reference;related-entities","what is US Gallons","yes","yes","yes","no","no","yes","3","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-liters","entity","Metric Liters","116","definition;relationships;calculators;reference;related-entities","what is Metric Liters","yes","yes","yes","yes","no","yes","3","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-fahrenheit","entity","°F","126","definition;relationships;formulas;reference;related-entities","what is °F","yes","yes","yes","no","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-celsius","entity","°C","105","definition;relationships;reference;related-entities","what is °C","yes","yes","yes","no","no","no","2","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-minutes","entity","Minutes","133","definition;relationships;calculators;formulas;reference;related-entities","what is Minutes","yes","yes","yes","no","no","yes","3","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-hours","entity","Hours","150","definition;relationships;calculators;formulas;reference;related-entities","what is Hours","yes","yes","yes","yes","no","yes","4","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P3","KEEP"
"https://waterbalancetools.com/entities/unit-days","entity","Days","130","definition;relationships;reference;related-entities","what is Days","yes","yes","yes","no","no","no","3","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-weeks","entity","Weeks","126","definition;relationships;reference;related-entities","what is Weeks","yes","yes","yes","no","no","no","3","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/entities/unit-months","entity","Months","135","definition;relationships;reference;related-entities","what is Months","yes","yes","yes","yes","no","no","3","","Flagged by word-count/repetition heuristic; concise content genuinely satisfies its intent (see ENTITY-CONTENT-POLICY.md / SOURCE-RESEARCH.md).","P2","KEEP"
"https://waterbalancetools.com/glossary/glossary/free-chlorine","glossary-term","Free Chlorine","219","definition","what is Free Chlorine","yes","yes","yes","yes","no","yes","4","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/combined-chlorine","glossary-term","Combined Chlorine","229","definition","what is Combined Chlorine","yes","yes","yes","yes","no","yes","3","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
"https://waterbalancetools.com/glossary/glossary/total-chlorine","glossary-term","Total Chlorine","211","definition","what is Total Chlorine","yes","yes","yes","yes","no","yes","2","BreadcrumbList;ListItem","Definition is concise and satisfies the glossary intent (single-term lookup); flagged only for title length, not content depth.","P3","KEEP"
